,S060-A,S060-B,S060-C,S060-D,S060-E,S060-A-EXT,S060-B-EXT,S060-C-EXT,S060-D-EXT,S060-E-EXT
1988,0.7016253103626864,1.2908806349738688,1.038984659882354,0.93823391263504,0.6667724479440417,,,,,
1989,0.7380721493461441,1.2652149409348097,1.017029517830907,0.9299348532513771,0.612451265339261,,,,,
1990,0.7613189499929398,1.1847477849390298,1.0355798253870372,0.9238377970287528,0.6341374828392013,,,,,
1991,0.829584371797318,1.0331744924443715,1.0190812777483933,0.9366508613808844,0.6305679317251365,,,,,
1992,0.809070935852095,1.0492743035625098,1.0400194952886386,0.9842721104332368,0.6500071176089646,,,,,
1993,0.7702083726911464,1.1053241510055574,1.044183119358435,1.030250686508991,0.7651399040736682,,,,,
1994,0.7437838700550626,1.1151443748686265,1.0664465538588526,1.005704127179015,0.7910416515260149,,,,,
1995,0.7585671438875426,1.1282246791206,1.1437863378580226,1.0188246162592385,0.8034451415914367,,,,,
1996,0.7604063136765914,1.1425837487439596,1.1525043010076643,1.0210008873114462,0.8375293557340165,,,,,
1997,0.7665925118462326,1.149929535743779,1.0674585789389837,1.065542781908986,0.8504453553471164,,,,,
1998,0.7223337036044785,1.1526861511439954,1.0400021352589486,1.053059354122953,0.8203441257538547,,,,,
1999,0.6567592312920033,1.1464124391021648,1.0829715147331322,1.025674672200352,0.7613337395109252,,,,,
2000,0.6209147939331374,1.110554153628747,1.1300729640735687,0.9663038592435624,0.7413161509779551,,,,,
2001,0.6183110296986041,1.1757135772593612,1.14324368320787,0.9781590500930546,0.749672866470929,,,,,
2002,0.5774751505961357,1.2559395292456257,1.1094197802197805,0.99406033186316,0.7553898752912827,,,,,
2003,0.5562111968074901,1.2432214294456407,1.1134400966420164,0.9832881123072802,0.7481343999386126,,,,,
2004,0.536604233726899,1.2704536531042547,1.0878680817772952,0.9569173485541014,0.7069618115539751,,,,,
2005,0.522839555980773,1.2529803547724117,1.0840800716627508,0.911629193150256,0.6640149921597124,,,,,
2006,0.5413069319319319,1.216543086465664,1.0891432661631937,0.904370148032922,0.6543540071097097,,,,,
2007,0.5756186893684418,1.2536174242424245,1.0702260899941949,0.8805024093530295,0.6466132405086309,,,,,
2008,0.5997308123107274,1.2230677183402434,1.0833756624912547,0.8586400942771273,0.6658594074077626,,,,,
2009,0.6582881704354326,1.2007257765681505,0.951807338476228,0.8683249608383298,0.7595960707701621,,,,,
2010,0.6492511619025952,0.7094421303761285,1.1935033095882308,1.109090149396521,1.1299963401890927,0.6492511619025952,0.7094421303761285,1.1935033095882308,1.109090149396521,1.1299963401890927
2011,0.6542331413965606,0.7495238193142117,1.1746126488103539,0.9623605882765555,1.0888433733834093,0.6542331413965606,0.7495238193142117,1.1746126488103539,0.9623605882765555,1.0888433733834093
2012,0.661539534796133,0.6812076717318308,1.2132403113126184,0.9014780271447649,1.1266544031720107,0.661539534796133,0.6812076717318308,1.2132403113126184,0.9014780271447649,1.1266544031720107
2013,0.6782105227001451,0.8257143288631147,1.2233547488090835,0.8582887443798715,1.132828886301981,0.6782105227001451,0.8257143288631147,1.2233547488090835,0.8582887443798715,1.132828886301981
2014,0.6717100226441184,0.7358736021990244,1.2377589995965848,0.8497860154049209,1.195515285828689,0.6717100226441184,0.7358736021990244,1.2377589995965848,0.8497860154049209,1.195515285828689
2015,0.6489747985251162,0.7394409232971907,1.2616931080016591,0.9642101657571087,1.3536044430525505,0.6489747985251162,0.7394409232971907,1.2616931080016591,0.9642101657571087,1.3536044430525505
2016,0.6448496414023218,0.6452583587103502,1.264400763366012,1.0614156333096385,1.3209893414361509,0.6448496414023218,0.6452583587103502,1.264400763366012,1.0614156333096385,1.3209893414361509
2017,0.6420130406115735,0.6879806927279478,1.2453197031232937,1.039031626434319,1.227549528363286,0.6420130406115735,0.6879806927279478,1.2453197031232937,1.039031626434319,1.227549528363286
2018,0.6365116032653705,0.7233831511636553,1.2150390118604464,0.9861788031337844,1.1643204160790506,0.6365116032653705,0.7233831511636553,1.2150390118604464,0.9861788031337844,1.1643204160790506
2019,0.6399985199293461,0.6607594282168547,1.2070004489545194,0.9786492120889317,1.2025951868420977,0.6399985199293461,0.6607594282168547,1.2070004489545194,0.9786492120889317,1.2025951868420977
2020,0.5920129858259394,0.6259747340779724,1.1798551266361832,1.0092200925313946,1.2536288144420715,0.5920129858259394,0.6259747340779724,1.1798551266361832,1.0092200925313946,1.2536288144420715
2021,0.5976532663967126,0.6792358099019586,1.1529899627259839,0.983167224984915,1.2375931734276027,0.5976532663967126,0.6792358099019586,1.1529899627259839,0.983167224984915,1.2375931734276027
2022,0.6124879921441412,0.6631329590379702,1.0586334212964104,0.8324295705965948,1.309597204071521,0.6124879921441412,0.6631329590379702,1.0586334212964104,0.8324295705965948,1.309597204071521
2023,0.6369659214257014,0.6632808788898659,1.1599075496150852,0.9127827069621123,1.3215181734736938,0.6369659214257014,0.6632808788898659,1.1599075496150852,0.9127827069621123,1.3215181734736938
2024,0.6147348398590814,0.6282613624525862,1.1827681326997685,0.9509225310626256,1.3836652853172564,0.6147348398590814,0.6282613624525862,1.1827681326997685,0.9509225310626256,1.3836652853172564
