Year,World,Total 12 Western Europe,Western Europe,Western Offshoots,Latin America,Asia,Africa,RATIO OF RICHEST WORLD REGION TO POOREST (1),RATIO OF RICHEST WORLD REGION TO POOREST (2),RATIO OF RICHEST 4 TO POOREST 4,RICHEST 4,POOREST 4,Largest,2nd Largest,3rd Largest,4th Largest,4th Smallest,3rd Smallest,2nd Smallest,Smallest,Austria,Belgium,Denmark,Finland - Finlande,France,Germany - Allemagne,Italy,Netherlands,Norway,Sweden - Suède,Switzerland,United Kingdom,Total 12 Western Europe - 12 pays d'Europe de l'Ouest,Ireland - Irlande,Greece - Grèce,Portugal,Spain - Espagne,13 small Western Europe - 13 petits pays d'Europe de l'Ouest,Western Europe,Australia,New Zealand,Canada,United States,Western Offshoots,Albania - Albanie,Bulgaria - Bulgarie,Czechoslovakia - Tchécoslovaquie,Hungary - Hongrie,Poland - Pologne,Romania - Roumanie,Yugoslavia - Yougoslavie,Total 7 East European Countries - 7 pays d'Europe de l'Est,USSR - URSS,Bosnia - Bosnie,Croatia - Croatie,Macedonia - Macédonie,Slovenia - Slovénie,Serbia/Montenegro - Serbie/Monténégro,Former Yugoslavia - Ex-Yougoslavie,Czech Republic - Republique tchèque,Slovakia - Slovaquie,Former Czechoslovakia - Ex-Tchécoslovaquie,Armenia - Arménie,Azerbaijan - Azerbaïdjan,Belarus - Bélarus,Estonia - Estonie,Georgia - Géorgie,Kazakhstan,Kyrgyzstan - Kirghizstan,Latvia - Lettonie,Lithuania - Lituanie,Moldova - Moldavie,Russian Federation - Fédération russe,Tajikistan - Tadjikistan,Turkmenistan - Turkménistan,Ukraine,Uzbekistan - Ouzbékistan,Total Former USSR - Ex-URSS,Argentina - Argentine,Brazil - Brésil,Chile - Chili,Colombia - Colombie,Mexico - Mexique,Peru - Pérou,Uruguay,Venezuela,Total 8 Latin American countries - 8 Pays d'Amérique latine,Bolivia - Bolivie,Costa Rica,Cuba,Dominican Republic - République dominicaine,Ecuador - Equateur,El Salvador,Guatemala,Haïti,Honduras,Jamaica - Jamaïque,Nicaragua,Panama,Paraguay,Puerto Rico - Porto Rico,Trinidad and Tobago - Trinité-et-Tobago,Total 15 Latin American countries,Total 24 small Caribbean countries - 24 petits pays des Caraïbes,Latin America,China,India,Indonesia - Indonésie,Japan,Philippines,South Korea - Corée du Sud,Thailand - Thaïlande,Taiwan,Bangladesh,Burma - Birmanie,Hong Kong,Malaysia - Malaisie,Nepal,Pakistan,Singapore - Singapour,Sri Lanka,Total 16 Asian countries - 16 pays d'Asie,Afghanistan,Cambodia -  Cambodge,Laos,Mongolia - Mongolie,North Korea - Corée du Nord,Vietnam,20 Small Asian Countries - 20 petits pays d'Asie de l'Est,Total 26 East Asian countries - 26 pays d'Asie de l'Est,Bahrain - Bahreïn,Iran,Iraq - Irak,Israel - Israël,Jordan - Jordanie,Kuwait - Koweït,Lebanon - Liban,Oman,Qatar,South Arabia - Arabie saoudite,Syria - Syrie,Turkey - Turquie,United Arab Emirates - Émirats Arabes Unis,Yemen - Yémen,Palestine and Gaza - Cisjordanie et Gaza,Total 15 West Asian countries - 15 pays d'Asie de l'Ouest,Asia,Algeria - Algérie,Angola,Benin - Bénin,Botswana,Burkina Faso,Burundi,Cameroon - Cameroun,Cape Verde - Cap Vert,Central African Republic - République Centrafricaine,Chad,Comoro Islands - Comores,Congo,Côte d'Ivoire,Djibouti,Egypt - Égypte,Eritrea and Ethiopia,Gabon,Gambia - Gambie,Ghana,Guinea,Guinea Bissau - Guinée Bissau,Kenya,Lesotho,Liberia,Madagascar,Malawi,Mali,Mauritania - Mauritanie,Mauritius - Maurice,Morocco,Mozambique,Namibia - Namibie,Niger,Nigeria,Reunion - Réunion,Rwanda,Senegal - Sénégal,Seychelles,Sierra Leone,Somalia - Somalie,South Africa,Sudan - Soudan,Swaziland,Tanzania - Tanzanie,Togo,Tunisia,Uganda,Zaire,Zambia - Zambie,Zimbabwe,Total 6 African Countries - Pays d'Afrique,Africa,Equitorial Guinea - Guinée Équatoriale,Libya - Lybie,São Tomé and Principe - São Tomé et Principe,"Mayotte, Saint Helena, West Sahara : Mayotte, Sainte Hélène, Sahara Occidental",Total 6 African Countries - 6 pays d'Afrique,World,formula check
1800,658.3672057532025,1210.0716524875322,1169.456498440935,1080.9508800047488,,585.5,419.96326131077444,2.784663817475055,2.8813750248312187,,,,,,,,,,,,,,,,,,,,,,,,1210.0716524875322,,,,,,1169.456498440935,,,,,1080.9508800047488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.96326131077444,,,,,,658.3672057532025,219.0
1810,662.6836028766014,1227.7632179921143,1186.5961085109063,1141.4459680052237,,583.25,419.8595874418519,2.826173663773351,2.924223370657583,,,,,,,,,,,,,,,,,,,,,,,,1227.7632179921143,,,,,,1186.5961085109063,,,,,1141.4459680052237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.8595874418519,,,,,,662.6836028766014,220.0
1820,667.0,1245.4547834966966,1203.7357185808778,1201.9410560056986,692.1907394609536,581.0,419.75591357292956,2.867704014780336,2.9670928823741463,3.7608134062494254,1534.0896018684518,407.91430899475677,1837.9768538362623,1705.9183577381232,1318.8701223063483,1273.5930735930735,419.75591357292956,414.8387096774194,400.0,397.0626127286782,1218.1656277827249,1318.8701223063483,1273.5930735930735,781.0094097519246,1134.9759999999999,1076.852037743425,1116.921094369548,1837.9768538362623,1104.1237113402062,1198.4526112185688,1090.1309164149043,1705.9183577381232,1245.4547834966966,877.482044782425,641.0034602076124,922.9602669093116,1007.8669179709907,955.8599695585997,1203.7357185808778,517.9640718562874,400.0,904.4117647058823,1257.1886584510569,1201.9410560056986,,,849.0270340864569,,,,,683.1609841731354,687.994156852004,,,,,,,,,,,,,,,,,,,,,,,,,,,646.1060572442867,,,759.0708972218006,,,,713.2013410082865,,,,,,,,,,700.7481296758104,,,,,,635.7927786499215,636.25,692.1907394609536,600.0,533.0956937799043,611.9261449210687,669.0,704.0441176470589,600.0,646.0878885316184,499.0,,503.9931545921278,615.0,602.787456445993,397.0626127286782,,615.0,492.1681780708986,581.0174898663864,,,,,600.0,527.0950999847352,,556.1008719260691,,588.0,588.2891125343093,,588.0,,658.0,,,,658.1899775617053,643.041492952154,,,613.0,607.0,581.0,430.27147638527333,,,,,,,,,,,,,,474.964234620887,,,,,,,,,,,,,,,429.8995909259948,,,,,,,,,,,414.8387096774194,,,,,429.7142857142857,,,,,,419.75591357292956,,,,,,667.0,320.0
1830,708.6,1383.806188916562,1327.1744828887943,1328.1218410944134,689.9886370154323,576.4,435.80473085834365,3.0475158873989217,3.1752895068189653,3.2392647888138244,1634.217228529217,504.50251371010813,2012.9130269654386,1749.3682422635568,1398.5302430751838,1376.0574018126888,605.8053239820888,576.4,435.80473085834365,400.0,1398.5302430751838,1354.1333333333334,1329.9293008641007,,1190.8408408408409,1328.2224995542877,,2012.9130269654386,,1175.207756232687,,1749.3682422635568,1383.806188916562,,,,,,1327.1744828887943,848.4848484848485,400.0,1000.0,1376.0574018126888,1328.1218410944134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.8053239820888,,689.9886370154323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.80473085834365,,,,,,708.6,330.0
1840,750.2,1522.1575943364273,1450.6132471967107,1541.99989812032,687.786534569911,571.8,451.85354814375773,3.4126099141081236,3.4126099141081236,3.7315798328826273,1865.2968044528911,499.86785436450344,2282.744282744283,1990.4281174051223,1600.4202292650034,1587.5945883971567,575.8178693142561,571.8,451.85354814375773,400.0,1514.5317545748117,1600.4202292650034,1428.1503316138542,,1427.7363896848137,,,2282.744282744283,,1230.9652755654668,,1990.4281174051223,1522.1575943364273,,,,,1327.1744828887943,1450.6132471967107,1373.8095238095239,400.0,1162.0506776664704,1587.5945883971567,1541.99989812032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.8178693142561,,687.786534569911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.85354814375773,,,,,,750.2,340.0
1850,791.8000000000001,1660.508999756293,1574.052011504627,1763.2660687593423,685.5844321243898,567.1999999999999,467.9023654291718,3.7684487171635266,3.7684487171635266,4.017679851121073,2130.7940039505306,530.3543544804756,2370.88444157521,2330.3778374599906,1975.206611570248,1846.7071251966734,563.8249887235002,545.8304146464234,543.859649122807,467.9023654291718,1650.379746835443,1846.7071251966734,1767.1781187458307,910.9336609336609,1596.6712517193948,1427.6655010964264,1349.9182338511857,2370.88444157521,1187.5,1289.1185759402815,1488.4405212274066,2330.3778374599906,1660.508999756293,,816.0315374507228,923.4800838574424,1078.6894051295824,1272.7272727272727,1574.052011504627,1975.206611570248,1144.4444444444443,1329.5774647887324,1805.8948261238336,1763.2660687593423,,,1079.027027027027,,,,,868.9964198059039,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.5128559579762,,,,,,,,,,,,,,,,,543.859649122807,,,,,,545.8304146464234,,685.5844321243898,,,,,,,,,,,,,,,,563.8249887235002,,,,,,,,,,,,,,,,,,,,,,,,,,567.1999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.9023654291718,,,,,,791.8000000000001,350.0
1860,833.4000000000001,1874.382306462458,1574.052011504627,2137.211585665194,683.3823296788685,562.5999999999999,483.9511827145859,4.416171841294232,4.416171841294232,4.628381656121698,2598.5776571191177,561.4441180930112,2894.419306184012,2830.240930490169,2377.034358047016,2292.616033755274,683.3823296788685,562.5999999999999,515.8429599785907,483.9511827145859,1777.567886658796,2292.616033755274,1741.1556603773586,959.1484464902187,1892.1447721179625,1639.3242530999473,,2377.034358047016,,1487.8238341968913,1744.6215139442231,2830.240930490169,1874.382306462458,,,,1236.1590589438692,,1574.052011504627,2894.419306184012,2212.121212121212,1450.578806767587,2178.0206664782186,2137.211585665194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.8429599785907,,683.3823296788685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.5999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.9511827145859,,,,,,833.4000000000001,360.0
1870,875.0,2088.2556131686233,1960.4460491509517,2419.132963027252,681.1802272333474,558.0,500.0,4.838265926054504,4.838265926054504,6.969096751726889,3080.029127586999,441.95528306071964,3273.2394366197186,3190.4340127388537,3099.6563573883163,2756.786703601108,485.8555053107582,446.1028192371476,438.8853704876504,396.9774372073223,1862.5904867256638,2691.5227629513347,2003.1779661016951,1139.6807297605474,1875.6506503642038,1839.0795034539012,1499.354561101549,2756.786703601108,1432.2766570605188,1661.5495322619333,2102.0715630885124,3190.4340127388537,2088.2556131686233,1775.0507473703635,879.9562482909489,975.0404437254449,1207.0859823467688,1602.357984994641,1960.4460491509517,3273.2394366197186,3099.6563573883163,1694.5252578682887,2444.6211575259063,2419.132963027252,446.1028192371476,839.907192575406,1163.9586410635154,1091.6004732127767,945.982804624963,931.0382394596362,599.006301502666,936.628265212764,943.3191988451822,,,,,,,,,,,,,,,,,,,,,,,,,,1310.6261631892683,712.9733591915892,,,674.042737824059,,2180.758017492711,569.2679975801574,748.6974352079061,,,,,,,,,,535.0701402805611,,,,,,485.8555053107582,548.6415425065732,681.1802272333474,530.0,533.1304347826086,654.4844754857894,737.375497284897,776.0221212719731,604.0192761201681,712.0346320346321,550.1066098081023,,503.886925795053,682.9268292682927,662.5,396.9774372073223,,682.1428571428571,851.3998564249821,550.9805909882808,,,,,604.0789181999556,505.4141337386018,,535.0032113037894,,719.0,718.9873417721518,,718.0451127819549,,844.0,,,,843.8685208596713,825.0,,,750.0,742.0,558.0,715.042372881356,,,,,,,,,,,,,,648.7445027663499,,,,438.8853704876504,,,,,,,,,,,563.0296610169491,,,,,,,,,,,857.8720062819003,,,,,632.6530612244899,,,,,,500.0,,,,,,875.0,370.0
1880,1004.0906092819534,2297.9436280834975,1960.4460491509517,2860.700238016644,823.7201572690152,584.5385309461323,533.6666666666666,5.360462657120507,5.360462657120507,6.166922839391245,3643.5157807701084,590.815853491329,4285.3891670459725,3746.5326923076927,3477.319931837218,3064.8213318895505,661.8201727704101,584.5385309461323,583.2380435821071,533.6666666666666,2078.837887067395,3064.8213318895505,2181.465641518501,1154.8265754763067,2120.430195927775,1991.406436781609,1580.8785695051738,3045.510759337126,1587.9426784783743,1846.1187664041993,2449.8062698133144,3477.319931837218,2297.9436280834975,,,947.2885032537961,1646.005101132926,,1960.4460491509517,4285.3891670459725,3746.5326923076927,1815.8868613138688,2880.3163026675647,2860.700238016644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.1621163303374,,,,,2081.8965517241377,,,,,,,,,,,,,,,,,,583.2380435821071,,823.7201572690152,,,661.8201727704101,863.3955497595566,,,,,,,,,,,,830.5196954650778,,,,,,,,,,,,,,,,,,,,,,,,,,584.5385309461323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.6666666666666,,,,,,1004.0906092819534,380.0
1890,1133.181218563907,2643.4030480510587,2490.471923324866,3372.0162934770533,966.260087304683,611.0770618922645,567.3333333333333,5.943624489089989,5.943624489089989,6.835330011392306,3912.447409823689,572.3860301262547,4457.676214998391,4008.7886354541815,3755.4766917293236,3427.8480971128606,597.7961432506887,584.1409597104704,567.3333333333333,540.2736842105263,2443.3559510567297,3427.8480971128606,2523.2432432432433,1381.0401861252117,2376.012445644024,2427.808599575693,1667.4886522323895,3323.0429988974643,1777.1757636454681,2086.1755230125523,3181.6333446289395,4008.7886354541815,2643.4030480510587,,1178.045515394913,1127.8838504375497,1624.0919074167934,2027.902790279028,2490.471923324866,4457.676214998391,3755.4766917293236,2378.3773891825945,3391.898281254937,3372.0162934770533,597.7961432506887,1130.9143686502177,1505.0208833200036,1472.5158562367865,1284.0203027916339,1246.0233297985153,843.0340557275542,1253.882979542201,,,,,,,,,,,,,,,,,,,,,,,,,,,2151.9774562342077,793.5065849707727,,,1011.1688976042287,,2147.2303206997085,,,,,,,,,,,,,,,,,,680.6205818534561,,966.260087304683,540.2736842105263,584.1409597104704,660.342212405865,1011.941961723682,,,783.9580209895053,,,,,,,,,1045.169009871373,,,,,,,,,,,,,,,,,,,,,,,,,,611.0770618922645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.3333333333333,,,,,,1133.181218563907,390.0
