,"Jastram (1977) Golden Constant Table 1 + MeasuringWorth, Index 1930=100, Index 1930=100","Jastram (1977) Golden Constant + COMEX/LBMA, gold price series, $ per oz",Composite final series,Composite final series,Composite final series
1889,64.1,20.649999999999995,64.1,,
1890,65.00000000000001,20.649999999999995,65.00000000000001,,
1891,64.6,20.649999999999995,64.6,,
1892,60.30000000000001,20.649999999999995,60.30000000000001,,
1893,61.900000000000006,20.649999999999995,61.900000000000006,,
1894,55.400000000000006,20.649999999999995,55.400000000000006,,
1895,56.50000000000001,20.649999999999995,56.50000000000001,,
1896,53.8,20.649999999999995,53.8,,
1897,53.8,20.649999999999995,53.8,,
1898,56.10000000000001,20.649999999999995,56.10000000000001,,
1899,60.30000000000001,20.649999999999995,60.30000000000001,,
1900,64.80000000000001,20.649999999999995,64.80000000000001,,
1901,63.900000000000006,20.649999999999995,63.900000000000006,,
1902,68.2,20.649999999999995,68.2,,
1903,69.1,20.649999999999995,69.1,,
1904,69.1,20.649999999999995,69.1,,
1905,69.50000000000001,20.649999999999995,69.50000000000001,,
1906,71.50000000000001,20.649999999999995,71.50000000000001,,
1907,75.30000000000001,20.649999999999995,75.30000000000001,,
1908,72.90000000000002,20.649999999999995,72.90000000000002,,
1909,78.30000000000001,20.649999999999995,78.30000000000001,,
1910,81.40000000000002,20.649999999999995,81.40000000000002,,
1911,75.10000000000001,20.649999999999995,75.10000000000001,,
1912,80.00000000000001,20.649999999999995,80.00000000000001,,
1913,80.70000000000002,20.649999999999995,80.70000000000002,,
1914,78.70000000000002,20.649999999999995,78.70000000000002,,
1915,80.50000000000001,20.649999999999995,80.50000000000001,,
1916,98.90000000000002,20.649999999999995,98.90000000000002,,
1917,135.9,20.649999999999995,135.9,,
1918,152.00000000000003,20.649999999999995,152.00000000000003,,
1919,160.30000000000004,20.649999999999995,160.30000000000004,,
1920,178.70000000000002,20.649999999999995,178.70000000000002,,
1921,113.0,20.649999999999995,113.0,,
1922,111.90000000000002,20.649999999999995,111.90000000000002,,
1923,116.40000000000002,20.649999999999995,116.40000000000002,,
1924,113.5,20.649999999999995,113.5,,
1925,119.70000000000002,20.649999999999995,119.70000000000002,,
1926,115.70000000000002,20.649999999999995,115.70000000000002,,
1927,110.5,20.649999999999995,110.5,,
1928,112.10000000000002,20.649999999999995,112.10000000000002,,
1929,110.10000000000002,20.649999999999995,110.10000000000002,,
1930,100.0,20.65,100.0,,
1931,84.30000000000001,20.649999999999995,84.30000000000001,,
1932,75.30000000000001,20.649999999999995,75.30000000000001,,
1933,64.44574468085106,24.416352201257855,64.44574468085106,,
1934,51.172152261018894,34.90619254958877,51.172152261018894,,
1935,54.68691428571429,34.966134494436375,54.68691428571429,,
1936,55.218428571428575,34.966134494436375,55.218428571428575,,
1937,58.93902857142858,34.966134494436375,58.93902857142858,,
1938,53.62388571428572,34.966134494436375,53.62388571428572,,
1939,52.67897142857143,34.966134494436375,52.67897142857143,,
1940,53.62388571428572,34.966134494436375,53.62388571428572,,
1941,59.70677142857144,34.966134494436375,59.70677142857144,,
1942,67.3842,34.966134494436375,67.3842,,
1943,70.98668571428573,34.966134494436375,70.98668571428573,,
1944,70.98668571428573,34.966134494436375,70.98668571428573,,
1945,72.28594285714286,34.966134494436375,72.28594285714286,,
1946,82.50282857142857,34.966134494436375,82.50282857142857,,
1947,101.28300000000002,34.966134494436375,101.28300000000002,,
1948,109.6691142857143,34.966134494436375,109.6691142857143,,
1949,104.23585714285716,34.966134494436375,104.23585714285716,,
1950,108.3108,34.966134494436375,108.3108,,
1951,120.65374285714287,34.966134494436375,120.65374285714287,,
1952,117.34654285714286,34.966134494436375,117.34654285714286,,
1953,115.752,34.966134494436375,115.752,,
1954,115.98822857142858,34.966134494436375,115.98822857142858,,
1955,116.28351428571428,34.966134494436375,116.28351428571428,,
1956,120.12222857142858,34.966134494436375,120.12222857142858,,
1957,123.54754285714289,34.966134494436375,123.54754285714289,,
1958,125.2602,34.966134494436375,125.2602,,
1959,125.55548571428572,34.966134494436375,125.55548571428572,,
1960,125.55548571428572,34.966134494436375,125.55548571428572,,
1961,125.55548571428572,34.966134494436375,125.55548571428572,,
1962,125.55548571428572,34.966134494436375,125.55548571428572,,
1963,125.14208571428571,34.966134494436375,125.14208571428571,,
1964,125.3783142857143,34.966134494436375,125.3783142857143,,
1965,127.91777142857144,34.966134494436375,127.91777142857144,,
1966,132.16988571428573,34.966134494436375,132.16988571428573,,
1967,132.4061142857143,34.966134494436375,132.4061142857143,,
1968,120.98741721854306,39.22201257861634,120.98741721854306,,
1969,118.91100939532645,41.469835510401545,118.91100939532645,,
1970,140.50604229607254,36.37477019835509,140.50604229607254,,
1971,127.9786181818182,41.210087082728585,127.9786181818182,,
1972,94.17901023890784,58.543299467827765,94.17901023890784,,
1973,63.82108168898886,97.71536042573776,63.82108168898886,,
1974,46.45379992487793,159.58543783260762,46.45379992487793,,
1975,50.19985138398663,161.33374455732942,50.19985138398663,,
1976,67.65746887966806,124.71,67.65746887966806,,
1977,60.72523222634592,147.78,60.72523222634592,,
1978,50.116291023815954,193.39,50.116291023815954,,
1979,35.51603985469643,304.83,35.51603985469643,,
1980,20.343357211729504,614.61,20.343357211729504,,
1981,29.58715331332385,459.26,29.58715331332385,,
1982,36.91569451039945,375.28,36.91569451039945,,
1983,33.15419680851064,423.61,33.15419680851064,,
1984,39.90025768360843,360.5,39.90025768360843,,
1985,45.08292527404518,317.18,45.08292527404518,,
1986,37.75997360648237,367.72,37.75997360648237,,
1987,31.846264376960768,446.28,31.846264376960768,,
1988,33.8447451696725,436.79,33.8447451696725,,
1989,40.69729240331323,380.74,40.69729240331323,,
1990,41.92691204977307,383.32,41.92691204977307,,
1991,44.50075755667911,362.1,44.50075755667911,,
1992,47.145604150592185,343.86,47.145604150592185,,
1993,45.71701449704263,360.0,45.71701449704263,,
1994,43.349806400754304,384.12,43.349806400754304,,
1995,44.88869641526615,384.05,44.88869641526615,,
1996,45.54448027393978,387.82,45.54448027393978,,
1997,53.27183384296707,330.98,53.27183384296707,,
1998,58.47094408587891,294.12,58.47094408587891,,
1999,62.21859989951175,278.55,62.21859989951175,,
2000,65.74348720441785,279.1,65.74348720441785,,
2001,68.41123152894168,272.67,68.41123152894168,,
2002,58.4354835909902,309.66,58.4354835909902,,
2003,52.533189739641664,362.9098393574296,52.533189739641664,,
2004,49.58961265525198,409.1718253968255,49.58961265525198,,
2005,48.97391145883028,444.4722000000002,48.97391145883028,,
2006,37.71515504529177,603.92,37.71515504529177,,
2007,34.26561556022282,695.3934262948209,34.26561556022282,,
2008,30.103834850771708,871.652519379845,30.103834850771708,,
2009,24.608508936170217,950.7167343727126,24.608508936170217,,
2010,20.838032278152568,1224.53,20.838032278152568,,1224.53
2011,17.671158982934667,1571.52,17.671158982934667,17.671158982934667,1571.52
2012,16.730980197689405,1668.98,16.730980197689405,16.730980197689405,1668.98
2013,19.909108359837447,1411.23,19.909108359837447,19.909108359837447,1411.23
2014,22.394128820856267,1266.4,22.394128820856267,22.394128820856267,1266.4
2015,22.675788132509446,1160.06,22.675788132509446,22.675788132509446,1160.06
2016,20.472222543875798,1250.74,20.472222543875798,20.472222543875798,1250.74
2017,21.264731826854142,1257.12,21.264731826854142,21.264731826854142,1257.12
2018,21.990630371770667,1268.49,21.990630371770667,21.990630371770667,1268.49
2019,19.821682770758443,1392.6,19.821682770758443,19.821682770758443,1392.6
2020,15.171773456062322,1769.64,15.171773456062322,15.171773456062322,1769.64
2021,17.459353503379337,1798.61,17.459353503379337,17.459353503379337,1798.61
2022,20.29462954382837,1800.09,20.29462954382837,20.29462954382837,1800.09
2023,18.202867467293423,1940.54,18.202867467293423,18.202867467293423,1940.54
2024,14.73451670084598,2386.35,14.73451670084598,14.73451670084598,2386.35
