,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series,Composite final series
1956,,,0.573899202822226,0.1255092604432955,,0.218695652173913,0.1255092604432955,0.86929577589035,0.6601886477987622,0.219490692507833,0.1449052634911601,-0.0124473329585972,-0.0062074693056357,-0.0185775358269555,-0.1179289101561937,0.0739922415654283,0.0755072731708185,0.02658,0.0989292604432955,0.11043413261457,0.120690692051735,-0.1445089101561937,0.0521867715067422,0.0553553118249606,0.0,158.2,1.0,158.2,50.3,50.30000000000001,
1957,,,0.5318682177461707,0.112054004990328,,0.2106800166875261,0.112054004990328,0.843951225280762,0.6302120333663015,0.218427615734215,0.1376557118552128,-0.045406134341162,-0.0048433797418542,-0.0500295949317922,-0.0449562585858918,0.0761481583455471,0.0739922415654283,0.03267,0.079384004990328,0.104269521553258,0.11043413261457,-0.0776262585858918,0.0526916921184417,0.0521867715067422,0.0,166.5,1.0,166.5,50.5,50.5,
1958,,,0.4783444646087522,0.0950543175924886,,0.1987152034261241,0.0950543175924886,0.798105180263519,0.5993501563926851,0.217830668543038,0.1305568452583929,-0.048970624709856,-0.0027329291178244,-0.0515697205814928,-0.0984397682431357,0.0822550161575488,0.0761481583455471,0.01839,0.0766643175924886,0.102415172481289,0.104269521553258,-0.1168297682431357,0.0571659628156952,0.0526916921184417,0.0,164.0,1.0,164.0,46.4,46.400000000000006,
1959,,,0.5197492092829586,0.113812255694978,,0.2189753320683111,0.113812255694978,0.861047804355621,0.603624103857882,0.217780789004854,0.1314577336005175,0.0071309691331702,-0.0002289830835925,0.0069003531782765,0.3213454719068297,0.0913813260643518,0.0822550161575488,0.03405,0.079762255694978,0.10434070379662,0.102415172481289,0.2872954719068297,0.064602555832954,0.0571659628156952,0.0,180.3,1.0,180.3,57.7,57.69999999999999,
1960,,0.0491335044072902,0.5096662412166673,0.1057030783088954,,0.2073966642494561,0.1057030783088954,0.880931198596954,0.5785539688325321,0.218167608504783,0.1262217357711443,-0.0415326937163736,0.0017761874300141,-0.0398302761348731,-0.0051659491143817,0.100789048967299,0.0913813260643518,0.02928,0.0764230783088954,0.107562582172394,0.10434070379662,-0.0344459491143817,0.0722547837765127,0.064602555832954,0.0,190.7,1.0,190.7,57.2,57.19999999999999,
1961,,0.0463877065406041,0.5060137291473112,0.1051665795581391,,0.207833450952717,0.1051665795581391,0.882777214050293,0.5732066042185848,0.218892950537896,0.125470884865214,-0.0092426375100973,0.0033247008485088,-0.0059486656663607,0.0697966879034338,0.110039332507089,0.100789048967299,0.02378,0.0813865795581391,0.112318867243789,0.107562582172394,0.0460166879034338,0.0796029336943361,0.0722547837765127,0.0,195.6,1.0,195.6,58.900000000000006,58.900000000000006,
1962,,0.0454359478916593,0.5313521253121632,0.1160778924931702,,0.2184575669570829,0.1160778924931702,0.939095973968506,0.5658123770531498,0.219750962514216,0.1243378144598861,-0.0128997591985442,0.0039197789340019,-0.0090305444689025,0.2458098044092056,0.11763343383475,0.110039332507089,0.02778,0.0882978924931702,0.11741799282426,0.112318867243789,0.2180298044092056,0.0850607447966243,0.0796029336943361,0.0,211.0,1.0,211.0,67.7,67.69999999999999,
1963,,0.0460366911505047,0.5400556384162706,0.1214306920317795,,0.2248484848484848,0.1214306920317796,0.97143566608429,0.5559355676049584,0.22042486233839,0.1225420209583376,-0.0174559798419955,0.0030666524344822,-0.014442858830592,0.1685280262198505,0.121670216776237,0.11763343383475,0.03157,0.0898606920317796,0.120897204054823,0.11741799282426,0.1369580262198505,0.0867059269566337,0.0850607447966243,0.0,222.7,1.0,222.7,74.2,74.19999999999999,
1964,,0.0496307782583562,0.5570308530395625,0.1281373859191596,,0.2300364247688428,0.1281373859191596,1.00164115428925,0.5561181773075443,0.220585358289919,0.1226715273929213,0.0003284727821473,0.0007281209108007,0.0010568328608495,0.18526608515762,0.121530210819157,0.121670216776237,0.03549,0.0926473859191596,0.121983566148251,0.120897204054823,0.14977608515762,0.0839455825996547,0.0867059269566337,0.0,239.2,1.0,239.2,82.1,82.09999999999997,
1965,,0.0546160596921687,0.5739533635194033,0.1381820900694508,,0.2407549094618719,0.1381820900694508,1.0422728061676,0.5506747946632219,0.219946910024922,0.121119219514784,-0.009788176086379,-0.0028943365504697,-0.0126541823610395,0.2577875737446189,0.117062243283357,0.121530210819157,0.03954,0.0986420900694508,0.120285172276769,0.121983566148251,0.2182475737446189,0.0766897548814111,0.0839455825996547,0.0,259.9,1.0,259.9,94.4,94.39999999999998,
1966,,0.0622550058892803,0.5801215158360993,0.1378025025973034,,0.2375407545412202,0.1378025025973034,1.06474781036377,0.5448440562069824,0.218318123616617,0.118949332014775,-0.0105883518053616,-0.0074053616307701,-0.0179153028619392,0.1330682861076214,0.10875283938049,0.117062243283357,0.04881,0.0889925025973034,0.116038279951119,0.120285172276769,0.0842582861076214,0.0655070311316302,0.0766897548814111,0.0,288.5,1.0,288.5,102.0,102.0,
1967,,0.0570286015646756,0.5546392269833118,0.1247415943691693,,0.2249058276091291,0.1247415943691693,1.04273521900177,0.531908021208182,0.215716136037976,0.1147411430626348,-0.023742637643616,-0.0119183306247644,-0.0353779956630397,-0.002242470632261,0.0984959018893766,0.10875283938049,0.04321,0.0815315943691693,0.110896294959277,0.116038279951119,-0.045452470632261,0.0523811011312252,0.0655070311316302,0.0,308.4,1.0,308.4,101.5,101.5,
1968,,0.0593073833616693,0.5607600839084617,0.1238522972669269,,0.2208650380456548,0.1238522972669269,1.05709373950958,0.5304733752075916,0.212349903025802,0.1126459697831019,-0.0026971693288846,-0.0156049198451309,-0.0182600000628295,0.1036734759554692,0.0884288051950322,0.0984959018893766,0.05339,0.0704622972669269,0.106842240289706,0.110896294959277,0.0502834759554692,0.0394835843497932,0.0523811011312252,0.0,341.3,1.0,341.3,110.3,110.3,
1969,,0.0725309960457766,0.5499003097955506,0.112493428653347,,0.2045705860670844,0.112493428653347,1.04945170879364,0.5239881980159612,0.20852021895652,0.1092621337809205,-0.0122252642540119,-0.0180347813430207,-0.0300395656293509,-0.0090829713397683,0.0796819646635788,0.0884288051950322,0.06677,0.045723428653347,0.104710175981277,0.106842240289706,-0.0758529713397683,0.0280072892456187,0.0394835843497932,0.0,378.6,1.0,378.6,111.0,111.0,
1970,,0.0807875347370919,0.5091496873545042,0.0933168237273528,,0.1832797427652733,0.0933168237273528,0.984412431716919,0.5172117609958394,0.204613379176295,0.1058284461670809,-0.0129324229930753,-0.0187360237763785,-0.0314261445847694,-0.1106014559446752,0.0735385076091877,0.0796819646635788,0.06458,0.0287368237273528,0.105549739669963,0.104710175981277,-0.1751814559446752,0.0192531884334885,0.0280072892456187,0.0,400.2,1.0,400.2,102.6,102.60000000000002,
1971,,0.0635912064916753,0.4980363953498254,0.0956335405737125,,0.1920211885449429,0.0956335405737125,0.973544180393219,0.511570409828413,0.200976476841728,0.1028136186237933,-0.0109072368280346,-0.0177745089260924,-0.0284878749757681,0.1310239390940835,0.0703937416993947,0.0735385076091877,0.04348,0.0521535405737125,0.109357467231926,0.105549739669963,0.0875439390940835,0.0134831816357332,0.0192531884334885,0.0,425.3,1.0,425.3,116.0,116.00000000000006,
1972,,0.0582797214645296,0.5017871763921236,0.0984145512000636,,0.1961280714817572,0.0984145512000635,1.00391101837158,0.4998323229941838,0.197743471317657,0.0988385786256382,-0.0229452028669254,-0.0160864872092322,-0.0386625823637257,0.1680963577361029,0.0688015895256433,0.0703937416993947,0.0407099999999999,0.0577045512000635,0.114037397146627,0.109357467231926,0.127386357736103,0.0090146366903484,0.0134831816357332,0.0,472.5,1.0,472.5,131.7,131.70000000000005,
1973,,0.0862542677400199,0.5110540354078623,0.0985066320738372,,0.1927518916766228,0.0985066320738372,1.00486552715302,0.5085795279053686,0.194958557200502,0.0991519309821431,0.0175002786110065,-0.014083469348433,0.0031703446251662,0.1070033704367608,0.0679220362623834,0.0688015895256433,0.07041,0.0280966320738372,0.118225993221208,0.114037397146627,0.0365933704367608,0.0049050896189725,0.0090146366903484,0.0,533.9,1.0,533.9,145.2,145.19999999999993,
1974,,0.1042277738186976,0.4798091848959495,0.0845081359668314,,0.1761286332714904,0.0845081359668314,0.884328484535217,0.5425689585789226,0.192649494373508,0.1045256355329902,0.0668320858559576,-0.011843864973925,0.0541966706812289,-0.0766714361440778,0.0679080511888083,0.0679220362623834,0.07886,0.0056481359668314,0.121400345291345,0.118225993221208,-0.1555314361440778,0.0013959300763403,0.0049050896189725,0.0,587.4,1.0,587.4,142.4,142.39999999999998,
1975,,0.076860798142148,0.4181789085519579,0.0802629035249366,,0.191934365611278,0.0802629035249366,0.853546917438507,0.4899307817863277,0.190822457147913,0.093489795612865,-0.0970165652868584,-0.0094837374556133,-0.1055802231084459,0.0512066582717176,0.0693033832214875,0.0679080511888083,0.05838,0.0218829035249366,0.123157283260501,0.121400345291345,-0.0071733417282823,-0.000954503179003,0.0013959300763403,0.0,614.9,1.0,614.9,166.10000000000002,166.10000000000002,
1976,,0.0770192087956299,0.4244923204104592,0.0828224734011403,,0.195109474114999,0.0828224734011403,0.879995822906494,0.4823799265414975,0.189318124891222,0.0913232631780017,-0.0154120857997516,-0.0078834130907607,-0.0231739990515627,0.1788507473506982,0.0712057007651025,0.0693033832214875,0.04989,0.0329324734011403,0.121726633579226,0.123157283260501,0.1289607473506982,-0.0031568306892758,-0.000954503179003,0.0,695.2,1.0,695.2,190.7,190.70000000000005,
1977,,0.074388398134272,0.4315750423052649,0.0861588528600379,,0.1996381727725011,0.0861588528600379,0.901091992855072,0.4789467065819079,0.187987952399458,0.0900362106787969,-0.0071172529591032,-0.0070261233177133,-0.0140933695798426,0.134696972032776,0.0725316383921197,0.0712057007651025,0.0526499999999999,0.0335088528600379,0.116350649865466,0.121726633579226,0.082046972032776,-0.0062841279649063,-0.0031568306892758,0.0,784.8,1.0,784.8,220.7,220.70000000000005,
1978,,0.0773529343143252,0.4386713958633519,0.0878592468885134,,0.2002848777399699,0.0878592468885134,0.911491215229034,0.4812678263203285,0.186741213219735,0.0898725377706828,0.004846300656258,-0.0066320163808891,-0.0018178564699701,0.1313083260557696,0.0732747736673549,0.0725316383921197,0.07221,0.0156492468885134,0.107204319401374,0.116350649865466,0.0590983260557696,-0.0100879022094301,-0.0062841279649063,0.0,901.8,1.0,901.8,253.1,253.1000000000001,
1979,,0.0993964321674032,0.4262806775048873,0.0801045969941688,0.10041,0.1879151489179344,0.0801045969941688,0.88534152507782,0.4814872740408488,0.18560330137517,0.0893656276321127,0.0004559783732025,-0.0060935228220138,-0.0056403229634346,0.0011555534987356,0.0740503677717022,0.0732747736673549,0.10041,-0.0203054030058311,0.0957941229704485,0.107204319401374,-0.0992544465012643,-0.0134368193467335,-0.0100879022094301,0.0,1022.0,1.0,1022.0,263.1,263.0999999999999,
1980,,0.1200518199734605,0.3963148742496002,0.0673608836384091,0.11506,0.1699680935921297,0.0673608836384091,0.834066033363342,0.4751600693430404,0.184735198756684,0.0877787898513263,-0.0131409593543516,-0.0046771938432886,-0.0177566903834532,-0.057693773752115,0.0760539341493827,0.0740503677717022,0.11506,-0.0476991163615908,0.0844594981621732,0.0957941229704485,-0.1727537737521151,-0.0145076662786086,-0.0134368193467335,0.0,1120.1,1.0,1120.1,255.7,255.70000000000005,
1981,,0.1393095382041335,0.3897848456371847,0.0696323145728343,0.14029,0.1786429496996112,0.0696323145728343,0.843342185020447,0.4621906179491475,0.184320854241447,0.0851913695227691,-0.0272949101380183,-0.0022429104903973,-0.0294766005881326,0.1101630586613128,0.0797524825669,0.0760539341493827,0.14029,-0.0706576854271656,0.0747919413363285,0.0844594981621732,-0.0301269413386871,-0.0123358617133803,-0.0145076662786086,0.0,1240.0,1.0,1240.0,303.2999999999999,303.29999999999995,
1982,,0.1193240301927182,0.3541198484810011,0.0603745155634507,,0.1690840566468707,0.0598760205203428,0.820055425167084,0.4318242860338985,0.184396864719059,0.079627044454197,-0.0657008834363446,0.0004123813223675,-0.0653155959311692,-0.0334140131144302,0.0842754834492644,0.0797524825669,0.10686,-0.0469839794796571,0.066938353871073,0.0747919413363285,-0.1402740131144302,-0.0075397476965874,-0.0123358617133803,0.0,1293.8,0.9980946306439636,1291.33483312716,296.1,298.5651668728401,
1983,,0.0950587226682578,0.3582903151007794,0.0583779624607067,,0.1821888071160057,0.0652764851094288,0.858657002449036,0.4172682620404591,0.18494261853671,0.0771706850140245,-0.0337082106407901,0.0029596697236826,-0.0308483060875806,0.2066641506687715,0.0890568823958167,0.0842754834492644,0.0863,-0.0210235148905711,0.0614247177312018,0.066938353871073,0.1203641506687715,-0.0009153076566346,-0.0075397476965874,0.0,1367.1,1.026600127758795,1403.4650346590486,344.0999999999999,307.73496534095125,
1984,,0.0973635510112952,0.3881394689215244,0.0643846777348353,,0.1986217888618038,0.0770929556450637,0.924870848655701,0.4196688321247067,0.185784535394395,0.077967978995797,0.0057530617653707,0.0045523139249694,0.010331565433526,0.2570833910827757,0.0923538701714054,0.0890568823958167,0.0958,-0.0187070443549362,0.0574336313427993,0.0614247177312018,0.1612833910827757,0.0054138724550388,-0.0009153076566346,0.0,1513.9,1.0461352929180456,1583.7442199486293,423.69999999999993,353.85578005137063,
1985,,0.0858817662689047,0.3870490907462801,0.0616806371158232,,0.1955815179198875,0.0756996486776697,0.935598075389862,0.413691627769753,0.186721608806746,0.0772451662870498,-0.0142426692129892,0.0050438719797734,-0.0092706354333764,0.0826137755618744,0.0936000687169208,0.0923538701714054,0.0748,0.0008996486776697,0.0543274459546379,0.0574336313427993,0.0078137755618744,0.0105373597635603,0.0054138724550388,0.0,1622.4,1.0508297867236818,1704.8662459805014,445.3,362.8337540194984,
1986,,0.0720595429418615,0.3785335988861281,0.0576081721966759,,0.1822626875737649,0.0689925510699552,0.929214417934418,0.4073694849974273,0.187680986934448,0.0764555069912949,-0.0152822594124248,0.0051380133977689,-0.0102227664682651,-0.0031225928221011,0.093876561271539,0.0936000687169208,0.0598,0.0091925510699552,0.0525061765020621,0.0543274459546379,-0.0629225928221011,0.0151035826695068,0.0105373597635603,0.0,1720.4,1.0414728029591276,1791.7498102108832,432.3999999999999,361.050189789117,
1987,,0.0694472970220167,0.386510222847655,0.0606534289618632,,0.1876346824432864,0.0725227229251036,0.948412120342255,0.4075340398519733,0.188678601850119,0.076892952845601,0.0004039449703676,0.0053154820419791,0.0057215741745826,0.1324324364308569,0.0941544303872672,0.093876561271539,0.0582,0.0143227229251036,0.0520245634608698,0.0525061765020621,0.0742324364308569,0.0197335959758195,0.0151035826695068,0.0,1840.0,1.0425968807769848,1918.378260629652,478.9,400.5217393703481,
1988,,0.0721243628868261,0.3920471231265223,0.0659598808350725,,0.1972383041461397,0.0773267097108481,0.971393048763275,0.4035926792204818,0.189676575757035,0.0765520773951484,-0.0096712427578394,0.0052892797441268,-0.0044331169221323,0.1332554209737922,0.0944349930033968,0.0941544303872672,0.0669,0.0104267097108481,0.0520012855418384,0.0520245634608698,0.0663554209737922,0.0242684186587448,0.0197335959758195,0.0,1980.4,1.040713037477115,2061.0280994196787,548.5,467.8719005803214,
1989,,0.0880281550465195,0.3873921350666047,0.0578215983624669,,0.1960208852335938,0.0759369492482878,0.967775762081146,0.4002912143961327,0.190626244839967,0.0763060110427649,-0.008180190063719,0.005006781038416,-0.0032143654458046,0.0697487991037705,0.0951020217553468,0.0944349930033968,0.0812,-0.0052630507517121,0.0521657758211366,0.0520012855418384,-0.0114512008962294,0.0290937337347705,0.0242684186587448,0.0,2088.3,1.0656168152495202,2225.3275952855734,574.4,437.3724047144269,
1990,,0.0963549158672033,0.3806054726188986,0.0528881093216409,,0.1891741981793859,0.0720007351053663,0.960640132427216,0.396199846093496,0.191554179526118,0.0758937364468138,-0.010220979515648,0.0048678223029048,-0.0054029111247869,0.0245439045866031,0.0969279393485021,0.0951020217553468,0.0751,-0.0030992648946336,0.0533224545195147,0.0521657758211366,-0.0505560954133968,0.0350165400337974,0.0290937337347705,0.0,2200.6,1.0699391787763184,2354.5081568151663,579.8,425.8918431848333,
1991,,0.0858171086163799,0.3690118387615291,0.0510155698711483,,0.1880040642662094,0.0693757254495146,0.958979725837708,0.3847962879915759,0.19254068779429,0.0740889419505877,-0.0287823385454548,0.0051500221535887,-0.0237805460730072,0.0370140242977081,0.100431148270694,0.0969279393485021,0.0542,0.0151757254495146,0.0558840840995115,0.0533224545195147,-0.0171859757022918,0.0424378990483783,0.0350165400337974,0.0,2249.4,1.06966220063553,2406.0981541095616,592.1,435.4018458904384,
1992,,0.0739627924669794,0.3758188547788688,0.0481709241089085,,0.1838670694864048,0.0691007114859273,0.975646138191223,0.3851999614077391,0.193642535828026,0.0745910973278523,0.0010490574591304,0.0057226763151132,0.0067777371905182,0.074990776582276,0.105405771616269,0.100431148270694,0.0345,0.0346007114859273,0.0595472024784709,0.0558840840995115,0.040490776582276,0.0509027068707281,0.0424378990483783,0.0,2375.5,1.0775995514019276,2559.8377343552797,608.6,424.2622656447206,
1993,,0.0571324341921247,0.3769065142418543,0.0470632389077845,,0.1847093391715158,0.0696181531750524,0.979155540466309,0.3849301757127962,0.194871082932923,0.0750117601947129,-0.0007003783021083,0.0063444072328615,0.0056395854455875,0.090080624814904,0.111011620996867,0.105405771616269,0.0302,0.0394181531750524,0.0635205067327413,0.0595472024784709,0.059880624814904,0.0593594806025778,0.0509027068707281,0.0,2488.2,1.0834885484570795,2695.936206270905,641.1999999999999,433.4637937290945,
1994,,0.0579894235462402,0.3850648016194496,0.048122619423103,,0.1953170992774953,0.075209740086175,1.01144421100616,0.3807079000792308,0.1961402630563,0.0746721476691519,-0.0109689390439363,0.0065129217956565,-0.0045274570904543,0.1834304860350543,0.116104450307964,0.111011620996867,0.0429,0.032309740086175,0.0666052219138867,0.0635205067327413,0.1405304860350543,0.0666527102769513,0.0593594806025778,0.0,2634.8,1.0997710317657223,2897.676714496325,729.9000000000001,467.02328550367474,
1995,,0.0594004715661502,0.3799768049895175,0.0510072490748627,,0.2073210562017938,0.0787771925426098,1.01938092708588,0.3727525156623865,0.197262299316146,0.07353001831544,-0.0208962945481002,0.0057205809881264,-0.0152952525052879,0.1450524194274638,0.119330897235069,0.116104450307964,0.0550999999999999,0.0236771925426098,0.0677413680061436,0.0666052219138867,0.0899524194274638,0.0716322911208466,0.0666527102769513,0.0,2776.0,1.1047886520341377,3066.8932980467657,825.2,534.3067019532341,
1996,,0.0477854553216852,0.3854535087665795,0.0505822375923967,,0.2153250884231015,0.0829978108581585,1.04219925403595,0.3698462719810041,0.198041012199887,0.0732447300614727,-0.0077967111133185,0.0039476011708299,-0.0038798882484081,0.2349682557005036,0.120010554960609,0.119330897235069,0.0501999999999999,0.0327978108581585,0.0668459127746096,0.0677413680061436,0.1847682557005036,0.0738865912584921,0.0716322911208466,0.0,2914.9,1.1215398162853594,3269.176410490194,907.1,552.823589509806,
1997,,0.0444301467781042,0.3926415987168979,0.0516818639318295,,0.2191308194183346,0.0860398752645587,1.07182896137238,0.3663285961354841,0.198380599201788,0.0726724864061071,-0.0095111837323067,0.0017147306920357,-0.0078127621589343,0.1764878588973229,0.117720707694663,0.120010554960609,0.0507,0.0353398752645587,0.0646554103043208,0.0668459127746096,0.1257878588973229,0.073187655902908,0.0738865912584921,0.0,3123.9,1.126653478278728,3519.5528007949188,990.8,595.147199205081,
1998,,0.0413520921869096,0.392765621743929,0.0513147361720109,,0.2021038542777673,0.0793794459822517,1.09457731246948,0.3588285790958054,0.198357847694114,0.0711764646405811,-0.0204734686803014,-0.0001146861526053,-0.0205858068095534,0.0606996890475686,0.113188534097703,0.117720707694663,0.0481,0.0312794459822517,0.0622559555525675,0.0646554103043208,0.0125996890475686,0.0704166643545294,0.073187655902908,0.0,3396.8,1.100586439828074,3738.472018808002,966.4,624.727981191998,
1999,,0.0395101472196439,0.3953214264381438,0.0514562669937758,,0.1992248214531647,0.0787578405987496,1.10842335224152,0.3566520189589123,0.198256739057113,0.0707086662569295,-0.0060657379698623,-0.000509728443701,-0.0065723745343879,0.1225433716858866,0.107729005753253,0.113188534097703,0.0466,0.0321578405987496,0.0613130893735966,0.0622559555525675,0.0759433716858866,0.0669809193547625,0.0704166643545294,0.0,3628.6,1.0967370203587168,3979.61995207364,1012.6000000000004,661.5800479263612,
2000,,0.0487647825644842,0.3971848144916123,0.0472108247772025,,0.1856945340584385,0.0737550490621073,1.11509871482849,0.3561880300011844,0.198398676194093,0.0706672336284168,-0.0013009570479436,0.0007159259133133,-0.0005859625234929,0.0492621083355267,0.102132208903861,0.107729005753253,0.0584999999999999,0.0152550490621073,0.0623277930661295,0.0613130893735966,-0.0092378916644732,0.0637095570014681,0.0669809193547625,0.0,3950.7,1.0917620407608748,4313.224294433988,1007.2999999999998,644.7757055660122,
2001,,0.0386887636074971,0.3694578421412233,0.0394492035228281,,0.1784487534626039,0.0659292913870848,1.06325256824493,0.3474789087517306,0.199114494617789,0.0691880873064416,-0.0244509093958738,0.0036079798385131,-0.0209311479454942,0.0081704566531175,0.0973359397345445,0.102132208903861,0.0345,0.0314292913870847,0.0657699170351515,0.0623277930661295,-0.0263295433468824,0.0615209041989594,0.0637095570014681,0.0,3986.2,1.0973629913609386,4374.308356162974,966.3,578.1916438370263,
2002,,0.0289628430536128,0.3558301831975948,0.0345305245346391,,0.1841346855391799,0.0655206788884379,1.03907012939453,0.3424505941720588,0.200608043078997,0.0686983435480965,-0.0144708483105788,0.0075009529772052,-0.0070784404860917,0.077220454033274,0.0937496723412783,0.0973359397345445,0.0162,0.0493206788884379,0.0712190337549867,0.0657699170351515,0.061020454033274,0.060604192281535,0.0615209041989594,0.0,3980.7,1.1199477829548072,4458.176139608201,1009.5,532.0238603917987,
2003,,0.022565492448344,0.3532770896486034,0.0352606982977051,,0.1900197992045275,0.0671296416385874,1.04768621921539,0.3371974195796637,0.202876025382332,0.0684092722535007,-0.0153399488328987,0.0113055402391912,-0.0042078350025049,0.0997683827981149,0.0908915214226947,0.0937496723412783,0.0102,0.0569296416385874,0.0771310165296077,0.0712190337549867,0.0895683827981149,0.0602704435415038,0.060604192281535,0.0,4105.5,1.1254055725077678,4620.352577930641,1084.5,569.647422069359,
2004,,0.02409742001832,0.3631892209674257,0.0414780735456238,,0.2134347357770017,0.0775171954142376,1.03787088394165,0.349936804844257,0.205750064901623,0.0719995203081724,0.0377801979637737,0.0141664817904172,0.0524818922406831,0.2339943861598234,0.0881141049540125,0.0908915214226947,0.0138,0.0637171954142375,0.0820195483254373,0.0771310165296077,0.2201943861598234,0.0598346383483594,0.0602704435415038,0.0,4265.9,1.1425301726844497,4873.919463654593,1307.8000000000002,699.7805363454072,
2005,,0.0278304009176819,0.3593088398392045,0.0452413897806949,,0.2287595549837281,0.082195330303336,1.03080022335052,0.3485727221432924,0.208933024756873,0.0728283531851351,-0.0038980829740723,0.0154700308686264,0.0115116444306169,0.1660240209501684,0.0848591256962237,0.0881141049540125,0.0316,0.050595330303336,0.0846990019436019,0.0820195483254373,0.1344240209501684,0.0589050526361805,0.0598346383483594,0.0,4498.5,1.1510415966903016,5177.960622711322,1511.3000000000002,831.8393772886784,
