,"S073-U, Normalized","S073-V, Normalized",Composite final series,Composite final series,Composite final series
2014,1.1884253916322771,0.017385733225982986,1.1884253916322771,1.1884253916322771,0.017385733225982986
2015,1.1959634703142916,0.009304429966194907,1.1959634703142916,1.1959634703142916,0.009304429966194907
2016,1.2203733138394386,0.009477778560013743,1.2203733138394386,1.2203733138394386,0.009477778560013743
2017,1.2758195553626992,0.017869810284728928,1.2758195553626992,1.2758195553626992,0.017869810284728928
2018,1.2687294882070779,0.022905681320548616,1.2687294882070779,1.2687294882070779,0.022905681320548616
2019,1.292593080875203,0.01647372796273904,1.292593080875203,1.292593080875203,0.01647372796273904
2020,1.2189785878646562,0.013331252310354072,1.2189785878646562,1.2189785878646562,0.013331252310354072
2021,1.0058163101956934,0.04545944339426348,1.0058163101956934,1.0058163101956934,0.04545944339426348
2022,1.0503409364138594,0.07124302021528445,1.0503409364138594,1.0503409364138594,0.07124302021528445
2023,1.1053478544807276,0.03698873253259204,1.1053478544807276,1.1053478544807276,0.03698873253259204
2024,1.1030221162694376,0.0248154252185004,1.1030221162694376,1.1030221162694376,0.0248154252185004
2025,,0.028260220873328558,,,0.028260220873328558
2026,,0.0217371847815969,,,0.0217371847815969
