,"Shaikh Appendix 6.8.II.7, rcorp = Rcorp * Profshcorp, Rate (decimal)","Shaikh Appendix 6.8.II.7, iroprcorp, Rate (decimal)","HP-filtered incremental rate of profit, Rate (decimal)","HP-filtered IROP, lagged one period, Rate (decimal)",Derived from S099-A,Composite final series,Composite final series,Composite final series
1966,0.1378025025973034,0.1330682861076214,0.10875283938049,0.117062243283357,0.1378025025973034,0.1378025025973034,,
1967,0.1247415943691693,-0.002242470632261,0.0984959018893766,0.10875283938049,0.1247415943691693,0.1247415943691693,,
1968,0.1238522972669269,0.1036734759554692,0.0884288051950322,0.0984959018893766,0.1238522972669269,0.1238522972669269,,
1969,0.112493428653347,-0.0090829713397683,0.0796819646635788,0.0884288051950322,0.112493428653347,0.112493428653347,,
1970,0.0933168237273528,-0.1106014559446752,0.0735385076091877,0.0796819646635788,0.0933168237273528,0.0933168237273528,,
1971,0.0956335405737125,0.1310239390940835,0.0703937416993947,0.0735385076091877,0.0956335405737125,0.0956335405737125,,
1972,0.0984145512000635,0.1680963577361029,0.0688015895256433,0.0703937416993947,0.0984145512000636,0.0984145512000635,,
1973,0.0985066320738372,0.1070033704367608,0.0679220362623834,0.0688015895256433,0.0985066320738372,0.0985066320738372,,
1974,0.0845081359668314,-0.0766714361440778,0.0679080511888083,0.0679220362623834,0.0845081359668314,0.0845081359668314,,
1975,0.0802629035249366,0.0512066582717176,0.0693033832214875,0.0679080511888083,0.0802629035249366,0.0802629035249366,,
1976,0.0828224734011403,0.1788507473506982,0.0712057007651025,0.0693033832214875,0.0828224734011403,0.0828224734011403,,
1977,0.0861588528600379,0.134696972032776,0.0725316383921197,0.0712057007651025,0.0861588528600379,0.0861588528600379,,
1978,0.0878592468885134,0.1313083260557696,0.0732747736673549,0.0725316383921197,0.0878592468885134,0.0878592468885134,,
1979,0.0801045969941688,0.0011555534987356,0.0740503677717022,0.0732747736673549,0.0801045969941688,0.0801045969941688,,
1980,0.0673608836384091,-0.057693773752115,0.0760539341493827,0.0740503677717022,0.0673608836384091,0.0673608836384091,,
1981,0.0696323145728343,0.1101630586613128,0.0797524825669,0.0760539341493827,0.0696323145728343,0.0696323145728343,,
1982,0.0598760205203428,-0.0334140131144302,0.0842754834492644,0.0797524825669,0.0603745155634507,0.0598760205203428,,
1983,0.0652764851094288,0.2066641506687715,0.0890568823958167,0.0842754834492644,0.0583779624607067,0.0652764851094288,,
1984,0.0770929556450637,0.2570833910827757,0.0923538701714054,0.0890568823958167,0.0643846777348353,0.0770929556450637,,
1985,0.0756996486776697,0.0826137755618744,0.0936000687169208,0.0923538701714054,0.0616806371158232,0.0756996486776697,,
1986,0.0689925510699552,-0.0031225928221011,0.093876561271539,0.0936000687169208,0.0576081721966759,0.0689925510699552,,
1987,0.0725227229251036,0.1324324364308569,0.0941544303872672,0.093876561271539,0.0606534289618632,0.0725227229251036,,
1988,0.0773267097108481,0.1332554209737922,0.0944349930033968,0.0941544303872672,0.0659598808350725,0.0773267097108481,,
1989,0.0759369492482878,0.0697487991037705,0.0951020217553468,0.0944349930033968,0.0578215983624669,0.0759369492482878,,
1990,0.0720007351053663,0.0245439045866031,0.0969279393485021,0.0951020217553468,0.0528881093216409,0.0720007351053663,,
1991,0.0693757254495146,0.0370140242977081,0.100431148270694,0.0969279393485021,0.0510155698711483,0.0693757254495146,,
1992,0.0691007114859273,0.074990776582276,0.105405771616269,0.100431148270694,0.0481709241089085,0.0691007114859273,,
1993,0.0696181531750524,0.090080624814904,0.111011620996867,0.105405771616269,0.0470632389077845,0.0696181531750524,,
1994,0.075209740086175,0.1834304860350543,0.116104450307964,0.111011620996867,0.048122619423103,0.075209740086175,,
1995,0.0787771925426098,0.1450524194274638,0.119330897235069,0.116104450307964,0.0510072490748627,0.0787771925426098,,
1996,0.0829978108581585,0.2349682557005036,0.120010554960609,0.119330897235069,0.0505822375923967,0.0829978108581585,,
1997,0.0860398752645587,0.1764878588973229,0.117720707694663,0.120010554960609,0.0516818639318295,0.0860398752645587,,
1998,0.0793794459822517,0.0606996890475686,0.113188534097703,0.117720707694663,0.0513147361720109,0.0793794459822517,,
1999,0.0787578405987496,0.1225433716858866,0.107729005753253,0.113188534097703,0.0514562669937758,0.0787578405987496,,
2000,0.0737550490621073,0.0492621083355267,0.102132208903861,0.107729005753253,0.0472108247772025,0.0737550490621073,,
2001,0.0659292913870848,0.0081704566531175,0.0973359397345445,0.102132208903861,0.0394492035228281,0.0659292913870848,,
2002,0.0655206788884379,0.077220454033274,0.0937496723412783,0.0973359397345445,0.0345305245346391,0.0655206788884379,,
2003,0.0671296416385874,0.0997683827981149,0.0908915214226947,0.0937496723412783,0.0352606982977051,0.0671296416385874,,
2004,0.0775171954142376,0.2339943861598234,0.0881141049540125,0.0908915214226947,0.0414780735456238,0.0775171954142376,,
2005,0.082195330303336,0.1660240209501684,0.0848591256962237,0.0881141049540125,0.0452413897806949,0.082195330303336,,
2006,0.0822217499484464,0.0960843363598162,0.0820271453607798,0.0848591256962237,0.0459881085444604,0.0822217499484464,,
2007,0.0710242193356606,-0.074286320232904,0.0813301344021705,0.0820271453607798,0.0360060347882947,0.0710242193356606,,
2008,0.0559493146881688,-0.1932362501238225,0.0846207918212773,0.0813301344021705,0.0158165913377506,0.0559493146881688,,
2009,0.0579402451178832,0.1303451452797238,0.0921955152749603,0.0846207918212773,0.0206892046754825,0.0579402451178832,,
2010,0.0728765477472786,0.3415192800486044,0.101572494501866,0.0921955152749603,0.0331382856776326,0.0728765477472786,,
2011,0.0753731040793664,0.0808058813126471,0.110650964087894,0.101572494501866,0.03160452080758,0.0753731040793664,,
2012,0.06183455382588559,-0.014311307807942028,,0.110650964087894,,0.06183455382588559,0.06183455382588559,-0.014311307807942028
2013,0.06464043545593919,0.0027704486257204546,,,,0.06464043545593919,0.06464043545593919,0.0027704486257204546
2014,0.07111887362929367,0.00504664921993362,,,,0.07111887362929367,0.07111887362929367,0.00504664921993362
2015,0.06999273647764422,0.0012014656191869611,,,,0.06999273647764422,0.06999273647764422,0.0012014656191869611
2016,0.0656615108867201,-0.0017366416416030592,,,,0.0656615108867201,0.0656615108867201,-0.0017366416416030592
2017,0.05927781806854309,-0.0025792984424353083,,,,0.05927781806854309,0.05927781806854309,-0.0025792984424353083
2018,0.05625789465891939,-0.0004642984006057747,,,,0.05625789465891939,0.05625789465891939,-0.0004642984006057747
2019,0.05372675581108886,-1.1456341848988632e-05,,,,0.05372675581108886,0.05372675581108886,-1.1456341848988632e-05
2020,0.06433863898247646,0.007400915292019468,,,,0.06433863898247646,0.06433863898247646,0.007400915292019468
2021,0.09112261533370293,0.01603299784818059,,,,0.09112261533370293,0.09112261533370293,0.01603299784818059
2022,0.07509158591441369,-0.003969193180358137,,,,0.07509158591441369,0.07509158591441369,-0.003969193180358137
2023,0.04749605739079668,-0.011326234333692672,,,,0.04749605739079668,0.04749605739079668,-0.011326234333692672
2024,0.04436742974150527,-0.0008831709513538022,,,,0.04436742974150527,0.04436742974150527,-0.0008831709513538022
