,"Jastram (1977) Golden Constant, UK commodity price/gold price ratio, Index 1930=100, Index 1930=100","Jastram (1977) Golden Constant Table 7 + BLS PPI extension, Â£ per oz ($ per oz after 1950)",Composite final series,Composite final series,Composite final series
1889,74.375,3.884837647058824,74.375,,
1890,74.375,3.884837647058824,74.375,,
1891,74.2,3.894,74.2,,
1892,70.1,3.894,70.1,,
1893,70.1,3.894,70.1,,
1894,65.05306603773586,3.884837647058824,65.05306603773586,,
1895,64.05070754716981,3.884837647058824,64.05070754716981,,
1896,62.9,3.894,62.9,,
1897,63.9,3.894,63.9,,
1898,66.0,3.894,66.0,,
1899,70.26533018867923,3.884837647058824,70.26533018867923,,
1900,77.3,3.894,77.3,,
1901,72.2,3.894,72.2,,
1902,71.26768867924527,3.884837647058824,71.26768867924527,,
1903,74.1,3.894,74.1,,
1904,72.2,3.894,72.2,,
1905,74.375,3.884837647058824,74.375,,
1906,79.4,3.894,79.4,,
1907,82.5,3.894,82.5,,
1908,75.3,3.894,75.3,,
1909,76.47995283018868,3.884837647058824,76.47995283018868,,
1910,80.58962264150944,3.884837647058824,80.58962264150944,,
1911,82.69457547169812,3.884837647058824,82.69457547169812,,
1912,87.80660377358491,3.884837647058824,87.80660377358491,,
1913,87.80660377358491,3.884837647058824,87.80660377358491,,
1914,87.80660377358491,3.884837647058824,87.80660377358491,,
1915,111.5625,3.884837647058824,111.5625,,
1916,140.53066037735846,3.884837647058824,140.53066037735846,,
1917,184.93514150943395,3.884837647058824,184.93514150943395,,
1918,198.36674528301887,3.884837647058824,198.36674528301887,,
1919,200.6,4.123058823529412,200.6,,
1920,194.67256637168143,5.176729411764706,194.67256637168143,,
1921,126.94392523364488,4.901858823529412,126.94392523364488,,
1922,122.94967880085652,4.278818823529411,122.94967880085652,,
1923,125.33259423503326,4.132221176470589,125.33259423503326,,
1924,129.85607675906184,4.297143529411766,129.85607675906184,,
1925,139.54332552693208,3.912324705882353,139.54332552693208,,
1926,129.9,3.894,129.9,,
1927,125.8,3.894,125.8,,
1928,123.7,3.894,123.7,,
1929,118.8,3.894,118.8,,
1930,100.0,3.894,100.0,,
1931,78.5745140388769,4.2421694117647055,78.5745140388769,,
1932,59.42796610169492,5.405788235294117,59.42796610169492,,
1933,55.44070512820514,5.717308235294118,55.44070512820514,,
1934,52.1984011627907,6.3036988235294125,52.1984011627907,,
1935,51.76511954992968,6.51443294117647,51.76511954992968,,
1936,55.65620542082739,6.422809411764706,55.65620542082739,,
1937,63.50852272727273,6.450296470588236,63.50852272727273,,
1938,55.91164095371669,6.532757647058824,55.91164095371669,,
1939,54.36410240363497,7.073336470588235,54.36410240363497,,
1940,66.95215739896703,7.696376470588237,66.95215739896703,,
1941,73.9692418717713,7.696376470588237,73.9692418717713,,
1942,78.90975387420234,7.696376470588237,78.90975387420234,,
1943,80.16002354907302,7.696376470588237,80.16002354907302,,
1944,82.5091461561833,7.696376470588237,82.5091461561833,,
1945,84.70252582801558,7.696376470588237,84.70252582801558,,
1946,81.96428571428571,7.696376470588237,81.96428571428571,,
1947,89.75595238095238,7.696376470588237,89.75595238095238,,
1948,102.60714285714285,7.696376470588237,102.60714285714285,,
1949,107.61607142857144,7.696376470588237,107.61607142857144,,
1950,85.02448861999423,11.358045378151262,85.02448861999423,,
1951,125.37683664649956,11.358045378151262,125.37683664649956,,
1952,128.14025496974935,11.39875521821632,128.14025496974935,,
1953,129.19644915010082,11.317625287837556,129.19644915010082,,
1954,129.05825228832953,11.399140883399625,129.05825228832953,,
1955,131.88547557840616,11.49727514231499,131.88547557840616,,
1956,138.07399999999998,11.452941176470588,138.07399999999998,,
1957,142.15429184549356,11.477571157495255,142.15429184549356,,
1958,143.48012108262105,11.444789616914385,143.48012108262105,,
1959,144.03151895126814,11.441528993091902,144.03151895126814,,
1960,145.18532454648525,11.503480845719071,145.18532454648525,,
1961,149.06315789473686,11.502025210084035,149.06315789473686,,
1962,153.14299857549855,11.444789616914385,153.14299857549855,,
1963,154.71017383870048,11.482391596638656,154.71017383870048,,
1964,159.29397264177828,11.523547122074635,159.29397264177828,,
1965,167.0335895246228,11.49548067226891,167.0335895246228,,
1966,170.8666761444413,11.549819101834284,170.8666761444413,,
1967,170.4800724637681,11.724479999999998,170.4800724637681,,
1968,140.74530240372192,14.832277627368937,140.74530240372192,,
1969,137.69110489170114,15.752346541964068,137.69110489170114,,
1970,169.2337228714524,13.720623529411766,169.2337228714524,,
1971,165.20833333333337,15.320655737704918,165.20833333333337,,
1972,125.0666265474553,21.315297882352944,125.0666265474553,,
1973,78.60731350184957,36.39510972388955,78.60731350184957,,
1974,56.600200929298005,62.35881749622926,56.600200929298005,,
1975,65.93718482176128,66.45594912559618,65.93718482176128,,
1976,76.50000000000001,73.25540226,76.50000000000001,,
1977,74.31063525901108,77.53410702,74.31063525901108,,
1978,68.45685482026752,95.05524619,68.45685482026752,,
1979,52.81195061792056,137.0637612,52.81195061792056,,
1980,33.12712036498498,257.69798307,33.12712036498498,,
1981,41.89924330853381,240.70229934,41.89924330853381,,
1982,47.898787757604346,232.44355336,47.898787757604346,,
1983,38.819772036210416,292.02402570000004,38.819772036210416,,
1984,42.25325713137272,311.716419,42.25325713137272,,
1985,49.46086881418415,219.57768758,49.46086881418415,,
1986,48.9606544442708,249.38623312,48.9606544442708,,
1987,46.49124161658282,238.46123868,46.49124161658282,,
1988,53.45486206244142,241.38718881,53.45486206244142,,
1989,59.14099382070549,237.14733566000004,59.14099382070549,,
1990,67.80672107107975,198.81735104,67.80672107107975,,
1991,75.24428984959474,193.5638139,75.24428984959474,,
1992,81.74086690587299,227.42075136,81.74086690587299,,
1993,68.80662550430901,243.04608,68.80662550430901,,
1994,67.40034555681954,245.8368,67.40034555681954,,
1995,72.38053980948263,247.77408205,72.38053980948263,,
1996,72.6604520349424,228.39805696,72.6604520349424,,
1997,90.241598571618,200.13301464,90.241598571618,,
1998,103.40058376188368,176.80788504,103.40058376188368,,
1999,107.73995697082364,172.32746445,107.73995697082364,,
2000,103.50482524660082,187.0391441,103.50482524660082,,
2001,101.1656876058192,187.99642155,101.1656876058192,,
2002,92.52365783881808,209.67,92.52365783881808,,
2003,87.52016741399856,222.19794128535275,87.52016741399856,,
2004,88.8564198628415,223.3633846594525,88.8564198628415,,
2005,83.62902792364845,244.85611243871276,83.62902792364845,,
2006,63.75446515112396,327.6,63.75446515112396,,
2007,61.98464196319097,347.11789501683484,61.98464196319097,,
2008,48.79130118791865,473.1723543452904,48.79130118791865,,
2009,37.73162455822653,610.095018500681,37.73162455822653,,
2010,30.80761778019886,791.7987735879559,30.80761778019886,,791.7987735879559
2011,26.125610346143684,979.9491792289585,26.125610346143684,26.125610346143684,979.9491792289585
2012,24.735619761895702,1052.6189650279082,24.735619761895702,24.735619761895702,1052.6189650279082
2013,29.434266753559886,901.8884805879533,29.434266753559886,29.434266753559886,901.8884805879533
2014,33.10820100594644,768.6992589595083,33.10820100594644,33.10820100594644,768.6992589595083
2015,33.52461520004204,758.9408089498046,33.52461520004204,33.52461520004204,758.9408089498046
2016,30.266792892155546,923.1064450061812,30.266792892155546,30.266792892155546,923.1064450061812
2017,31.438464130176147,975.1541713532172,31.438464130176147,31.438464130176147,975.1541713532172
2018,32.51165590857824,949.6699649376737,32.51165590857824,32.51165590857824,949.6699649376737
2019,29.30501394808369,1090.2187457187033,29.30501394808369,29.30501394808369,1090.2187457187033
2020,22.430438317929962,1378.528491489555,22.430438317929962,22.430438317929962,1378.528491489555
2021,25.812470306297712,1307.0581181984992,25.812470306297712,25.812470306297712,1307.0581181984992
2022,30.004233683451556,1454.7847228302232,30.004233683451556,30.004233683451556,1454.7847228302232
2023,26.911705287257085,1560.0763742337456,26.911705287257085,26.911705287257085,1560.0763742337456
2024,21.783983853962244,1867.0709046454767,21.783983853962244,21.783983853962244,1867.0709046454767
