Year,"[NA] Bank (Fin Corp) Monetary Int Paid; Source: T 7.11, line 4","[NA] NonFin Bus Net Imputed Int Paid; Source: T 7.11, lines (74+75) – lines (53+54)",[NA] Imputed Bus Int Adjustment; Source: -BankMonIntPaid - NFNetImpIntPaid,[Business Sector] GVA Business Sector; Source: GVAbusnipa + BusImpAdj,[Business Sector] SDbus; Source: SDbusnipa,[Business Sector] ECbus (EC including WEQ2); Source: ECbusnipa + WEQ2,[Business Sector] Tbus; Source: Tbusnipa,[Business Sector] GOSbus; Source: GOSbusnipa - WEQ2 + BusImpIntAdj,[Business Sector] CFCbus; Source: CFCbusnipa,[Business Sector] VAbus; Source: VAbusnipa + BusImpIntAdj,[Business Sector] NOSbus; Source: NOSbusnipa  - WEQ2 + BusImpIntAdj,[Business Sector] Business Net Monetary Interest; Source: NIPA bus net int + BusImpIntAdj,[Business Sector] NIPA bus current transfer payments (net); Source: NIPA bus curr transfer payments (net),[Business Sector] NIPA rental income of persons w/CCAdj; Source: NIPA rental inc of persons w/CCAdj,[Business Sector] NIPA bus profits with IVA and CCAdj; Source: Corp Profit + (Proprietors' Income - WEQ2),[Business Sector] 1.014997489833659; Source: Relative to NIPA measures,[Business Sector] 1.0166299607445595; Source: Relative to NIPA measures,[Business Sector] 0.8383237703891585; Source: Relative to NIPA measures,[Business Sector] 0.779486114837026; Source: Relative to NIPA measures,"[Corporate Sector] NonFin Corp Net Imputed Int Paid; Source: T 7.11,  line 74 - line 53",[Corporate Sector] Imputed Bus Int Adjustment; Source: -BankMonIntPaid - CorpNFNetImpIntPaid,"[Corporate Sector] GVAcorp; Source: GVAcorpnipa (T 1.14, 1) + CorpImpIntAdj","[Corporate Sector] ECcorp; Source: ECcorpnipa (T 1.14, 4)","[Corporate Sector] Tcorp; Source: Tcorpnipa (T 1.14, 7)","[Corporate Sector] GOScorp; Source: GOScorpnipa (T 1.14, 2 + 8) + CorpImpIntAdj","[Corporate Sector] CFCcorp; Source: CFCcorpnipa (T 1.14, 2)","[Corporate Sector] VAcorp; Source: VAcorpnipa (T 1.14, 1 - 2) + CorpImpIntAdj","[Corporate Sector] NOScorp; Source: NOScorpnipa (T 1.14, 8) + CorpImpIntAdj",[Corporate Sector] Corp Net Monetary Interest; Source: Corpnetintnipa + CorpNFNetImpIntPaid,"[Corporate Sector] Corp current transfer payments (net); Source: NIPA Corp curr transfers (net) (T 1.14, 10)",[Corporate Sector] Corporate profits; Source: Pcorpnipa,[Corporate Sector] 1.0955704779331243; Source: Relative effect of imputed interest adjustment,[Non-Corporate Sector] GVAbus - GVAcorp; Source: GVAbus - GVAcorp,[Non-Corporate Sector] SDnipa; Source: SDnipa,[Non-Corporate Sector] ECbus-ECcorp; Source: ECbus-ECcorp,[Non-Corporate Sector] Tbus-Tcorp; Source: Tbus-Tcorp,[Non-Corporate Sector] GOSbus - GOScorp; Source: GOSbus - GOScorp - WEQ2,[Non-Corporate Sector] CFCbus-CFCcorp; Source: CFCbus-CFCcorp,[Non-Corporate Sector] VAbus - VAcorp; Source: VAbus - VAcorp,[Non-Corporate Sector] NOSbus - NOScorp - WEQ2; Source: NOSbus - NOScorp - WEQ2,[Non-Corporate Sector] NetIntbus-NetIntbus; Source: BusNetInt-CorpNetInt,[Non-Corporate Sector] Bus transf - Corp transfers; Source: Bustransfers - Corptransfers,[Non-Corporate Sector] Bus rental Income of persons; Source: Bus rental Income of persons,[Non-Corporate Sector] Proprietors' Income  - WEQ2; Source: Proprietors' Income  - WEQ2,"[Sectoral Profit Rates] Business Net Fixed Capital, Current-Cost (end of yr); Source: KNCcorp + KNCnoncorp (see below)","[Sectoral Profit Rates] Corporate Net Fixed Capital, Current-Cost (end of yr); Source: Fixed Asset Table 6.1, line 2","[Sectoral Profit Rates] Proprietor and Partner Net Fixed Capital, Current-Cost (end of yr); Source: Fixed Asset Table 6.1, lines 6 + 7",[Sectoral Profit Rates] Business profit rate; Source: Pbus/KNCbus(-1),[Sectoral Profit Rates] Corporate profit rate; Source: Pcorp/KNCcorp(-1),[Sectoral Profit Rates] Noncorporate profit rate; Source: Pnoncorp/KNCnoncorp(-1),[Sectoral Profit Rates] Noncorp profit rate using WEQ1; Source: Pnoncorp1/KNCprop(-1) (Appendix Table 6.8.2),"BEA T7.11 line 4: Bank monetary interest paid, post-2011","Imputed Business Interest Adjustment, BEA-derived post-2011","Corporate NOS adjusted for imputed interest, BEA-derived post-2011","Corporate Net Fixed Capital Current-Cost, FA T6.1 line 2, post-2011","Corporate profit rate r=NOS/KNC(-1), BEA-derived post-2011",Spliced Shaikh Corp NOS adj (1947-2011) + BEA (post-2011),Spliced Shaikh KNCcorp (1925-2011) + BEA FA T6.1 (post-2011),Spliced Shaikh KNCnoncorp (1925-2011) + BEA FA T6.1 (post-2011),Spliced Shaikh rcorp (1947-2011) + BEA-derived (post-2011),Spliced Shaikh rnoncorp (1947-2011) + BEA-derived (post-2011),"Corporate VA adjusted for imputed interest, BEA-derived post-2011","Corporate Net Monetary Interest, ratio-spliced post-2011","NIPA Corporate Profits, BEA T1.14 line 11, post-2011",Spliced Shaikh VAcorp (1947-2011) + BEA-derived (post-2011),Spliced Shaikh NMINTcorp (1947-2011) + ratio-spliced (post-2011),Spliced Shaikh Pcorpnipa (1947-2011) + BEA T1.14 (post-2011)
2005,-86.60000000000014,-118.69999999999999,205.30000000000013,9718.932999999999,-95.1,5846.174280327554,748.0,3219.858719672447,1049.3,8669.633,2170.572719672447,448.0000000000001,84.60000000000001,56.69999999999998,1581.0727196724467,1.0215795585135563,1.0242547168217506,0.8655799451038142,0.8127659401154973,-84.9,171.50000000000014,7469.4,4498.5,596.7,2374.2,862.9,6606.5,1511.3000000000002,233.10000000000014,61.6,1216.6,1.1280041797283178,2249.5329999999994,-95.1,1347.6742803275538,151.29999999999995,845.6587196724472,186.39999999999998,2063.133,659.2727196724468,214.89999999999998,23.000000000000007,56.69999999999998,364.47271967244683,13948.5,10768.3,3180.2,0.1234104296665064,0.12277107825823703,0.12559363186507472,0.17363239896339175,,,,,,1511.3,13948.5,10768.3,0.1227710783,0.1255936319,,,,6606.5,233.1,1216.6
2006,-43.700000000000045,-129.8,173.50000000000006,10262.416000000001,-242.3,6179.707185712645,804.4,3520.608814287355,1127.2,9135.216,2393.4358142873552,501.2000000000001,72.3,59.3,1760.735814287355,1.0171970903514311,1.0193601314748202,0.8648289480628246,0.8130705623152342,-90.1,133.80000000000004,7957.1,4743.4,633.7,2580.0,925.9,7031.200000000001,1654.1,254.20000000000005,48.4,1351.5,1.0880089456028414,2305.3160000000007,-242.3,1436.3071857126452,170.69999999999993,940.608814287355,201.30000000000007,2104.0159999999996,739.3358142873553,247.00000000000006,23.9,59.3,409.2358142873551,15118.0,11679.9,3438.1000000000004,0.12623119434257124,0.12550727598599595,0.12868241440392275,0.16895079707153965,,,,,,1654.1,15118.0,11679.9,0.125507276,0.1286824144,,,,7031.2,254.2,1351.5
2007,-68.20000000000027,-127.4,195.60000000000028,10759.838000000002,-12.0,6460.128938596635,838.7,3473.0090614033656,1194.7,9565.138,2278.3340614033655,597.4000000000003,94.39999999999999,71.0,1515.4340614033647,1.0185152966072897,1.0208761627307559,0.8656175419575081,0.808636756487441,-86.69999999999999,154.90000000000026,8120.500000000001,4944.1,651.5,2524.8,973.4,7147.100000000001,1551.4000000000003,319.10000000000025,72.6,1159.8,1.1109201575366991,2639.3380000000006,-12.0,1516.0289385966344,187.20000000000005,948.2090614033655,221.30000000000007,2418.0379999999996,726.9340614033651,278.30000000000007,21.799999999999997,71.0,355.63406140336474,15906.599999999999,12317.8,3588.8,0.10024037977267923,0.09929879536639868,0.10343912666977828,0.14013310154950417,,,,,,1551.4,15906.6,12317.8,0.0992987954,0.1034391267,,,,7147.1,319.1,1159.8
2008,81.00000000000023,-126.1,45.09999999999977,10656.254,-2.4,6649.780392862622,843.6999999999999,3165.1736071373784,1252.4,9403.854000000001,1912.7876071373785,582.8999999999997,119.8,96.3,1113.7876071373794,1.0042502446011057,1.004819017574348,0.8021248953081381,0.7101231092728612,-85.8,4.79999999999977,8003.8,5025.9,661.0,2316.9999999999995,1028.5,6975.3,1288.4999999999998,343.4999999999998,103.2,841.8,1.0037391913998597,2652.4540000000006,-2.4,1623.880392862622,182.69999999999993,848.1736071373789,223.9000000000001,2428.554000000001,624.2876071373787,239.39999999999998,16.599999999999994,96.3,271.9876071373794,16870.3,13138.0,3732.3,0.07002046993935722,0.06834012567179204,0.07578789766422743,0.13721881716353662,,,,,,1288.5,16870.3,13138.0,0.0683401257,0.0757878977,,,,6975.3,343.5,841.8
2009,-37.59999999999991,-136.1,173.6999999999999,10363.256000000001,118.3,6148.148894246459,812.4000000000001,3284.407105753541,1254.1,9109.156,2030.3431057535413,516.9999999999999,127.7,93.89999999999999,1291.7431057535398,1.0170468664189098,1.0194394108146245,0.8670868610260399,0.8013036173942458,-95.8,133.39999999999992,7793.299999999999,4709.6,636.5,2447.2000000000003,1030.4,6762.9,1416.8,323.19999999999993,104.0,989.5,1.103942652329749,2569.956000000002,118.3,1438.548894246459,175.9000000000001,837.2071057535409,223.69999999999982,2346.256000000001,613.5431057535413,193.79999999999995,23.700000000000003,93.89999999999999,302.2431057535398,16343.400000000001,12701.7,3641.7,0.07656906550289798,0.0753158776069417,0.0809803889702167,0.10197703625861765,,,,,,1416.8,16343.4,12701.7,0.0753158776,0.080980389,,,,6762.9,323.2,989.5
2010,-39.200000000000045,-148.6,187.80000000000004,10847.995999999997,23.3,6287.769542201414,845.6,3691.326457798587,1249.0,9598.995999999997,2442.3164577985863,498.6,136.1,106.2,1701.3164577985858,1.0176169368743313,1.0199549557782028,0.8775270848752496,0.8258043813351094,-106.10000000000001,145.30000000000007,8232.0,4807.9,659.0,2765.1000000000004,1026.5,7205.5,1738.6,327.9000000000001,109.8,1300.9,1.0911943764513903,2615.9959999999974,23.3,1479.8695422014143,186.60000000000002,926.2264577985866,222.5,2393.4959999999974,703.7164577985864,170.69999999999993,26.299999999999997,106.2,400.4164577985856,16646.6,12994.6,3652.0,0.10409807370550715,0.1024193611878725,0.10995316961819634,0.13640510961724006,,,,,,1738.6,16646.6,12994.6,0.1024193612,0.1099531696,,,,7205.5,327.9,1300.9
2011,-72.39999999999998,-153.2,225.59999999999997,11393.232000000002,31.9,6602.463999658698,881.0000000000002,3877.8680003413024,1289.6999999999998,10103.532000000003,2588.1290003413023,523.3999999999999,134.6,118.20000000000002,1812.0290003413022,1.020201238722766,1.022838788523752,0.8842196086684978,0.8359859815695928,-110.39999999999999,182.79999999999995,8676.199999999999,5057.8,694.1,2924.3,1061.9,7614.3,1862.3999999999999,366.19999999999993,108.1,1388.1,1.1088354370088116,2717.032000000003,31.9,1544.6639996586982,186.9000000000002,953.5680003413022,227.79999999999973,2489.2320000000027,725.7290003413025,157.19999999999993,26.5,118.20000000000002,423.9290003413023,17237.399999999998,13530.8,3706.6,0.10885279879022157,0.1068212949994613,0.1160813253946611,0.14985473403206104,,,,,,1862.4,17237.4,13530.8,0.106821295,0.1160813254,,,,7614.3,366.2,1388.1
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15641.553,0.0876340068,1325.43,15641.553,3943.54,0.0876340068,0.0952307464,7251.279,260.6166591495,1652.37,7251.279,260.6166591495,1652.37
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16233.055,0.0916105965,1432.932,16233.055,4114.573,0.0916105965,0.0995520552,7566.32,281.7545631443,1682.298,7566.32,281.7545631443,1682.298
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17005.192,0.1007920567,1636.163,17005.192,4310.359,0.1007920567,0.1095294298,8097.309,321.7154696091,1807.956,8097.309,321.7154696091,1807.956
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17324.832,0.0991960573,1686.848,17324.832,4493.216,0.0991960573,0.1077950778,8471.53,331.6815601375,1777.928,8471.53,331.6815601375,1777.928
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17832.363,0.0930576989,1612.209,17832.363,4636.924,0.0930576989,0.1011246028,8573.646,317.0054423325,1724.401,8573.646,317.0054423325,1724.401
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18522.028,0.084010515,1498.106,18522.028,4849.709,0.084010515,0.0912931446,8814.837,294.5695968643,1726.343,8814.837,294.5695968643,1726.343
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19387.389,0.0797305781,1476.772,19387.389,5083.16,0.0797305781,0.0866421923,9205.595,290.3747349656,1844.577,9205.595,290.3747349656,1844.577
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20271.382,0.0761433631,1476.221,20271.382,5281.299,0.0761433631,0.0827440119,9577.775,290.2663929338,1938.296,9577.775,290.2663929338,1938.296
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20683.088,0.0911828804,1848.403,20683.088,5453.36,0.0911828804,0.0990872617,9594.773,363.4477977878,1966.263,9594.773,363.4477977878,1966.263
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22973.076,0.1291420314,2671.056,22973.076,6133.211,0.1291420314,0.1403369821,11319.542,525.2044175258,2697.79,11319.542,525.2044175258,2697.79
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25624.438,0.106422318,2444.848,25624.438,6872.977,0.106422318,0.1156477623,12128.809,480.7255893471,2913.118,12128.809,480.7255893471,2913.118
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26507.748,0.067313008,1724.858,26507.748,7081.626,0.067313008,0.0731481788,11880.085,339.1553906787,3144.25,11880.085,339.1553906787,3144.25
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.781,27370.152,0.0628790118,1666.781,27370.152,7340.863,0.0628790118,0.0683298123,12360.869,327.7358259235,3344.161,12360.869,327.7358259235,3344.161
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,
