Year,"IMF, IFS","IMF, IFS, 2005 = 100",Inflation Rate,Total Domestic Credit,Current Account,New purchasing power = ∆CR + CA,New demand relative to GDP,Growth utilization Rate,Appendix 6.8.II.7,"Current Cost Investment, BEA, see Appendix 15.2",T-bill 3 mo. Interest Rate,Appendix 6.8.II.7,Calculated_Appendix 6.8.II.7,"Unemployment Rate (Appendix 14.2: Sources and Methods, and 14.3: Data Tables.xlsx)","Unemploymnt Intensity (Appendix 14.2: Sources and Methods, and 14.3: Data Tables.xlsx)",Calculated,Growth rate of nominal GDP,Growth rate of private and public credit,Growth rate of real GDP,Based on data from Appendix 6.8.II.7,Normalized growth utilization,Normalized inflation,Appendix 6.8.II.7,GDP from NIPA T1.1.5,Calculated,Calculated
1964,663.65,19.56327887216,0.015475964,462.80499999999995,7.5,,0.0776285864594714,0.370806357,270.7915394186551,46.1,0.03549,0.18526608515762,0.14977608515762,0.0515833333349999,0.0678840071529083,3392.3249999999907,0.0742584274209866,0.0957906749883981,0.0578944233637637,0.0839455825996547,-1.0413840835899804,-0.7761012559408726,21.04458922063523,185.6249999999909,0.629193643,0.015475964
1965,719.125,19.9195324294004,0.018210319,511.102,6.2,,0.0821170797860317,0.397238449,303.2883450453721,55.1,0.03954,0.25778757374461897,0.21824757374461898,0.045083333335,0.052634419693915,3610.150000000007,0.0835907481353123,0.104357126651613,0.0641709741852965,0.0766897548814111,-0.7018873190434006,-0.6590907114049165,32.49680562671705,217.8250000000162,0.602761551,0.018210319
1966,787.675,20.4839642943054,0.028335598,541.77,3.8,,0.0479304710585781,0.422354105,323.75735548589347,63.8,0.04881,0.13306828610762145,0.08425828610762146,0.0379166666674999,0.0387926292637788,3845.325000000004,0.0953241786893794,0.0600036783264397,0.0651658679697538,0.0655070311316302,-0.3792990066440308,-0.22580227249757565,20.469010440521345,235.174999999997,0.5776458950000001,0.028335598
1967,832.45,21.1146409978377,0.030788801,591.8679999999999,3.5,,0.0680458310851556,0.421669107,318.65933975346695,64.9,0.04321,-0.0022424706322610095,-0.04545247063226101,0.0384166666649999,0.0332817656751237,3942.5249999999965,0.0568445107436443,0.0924709747678904,0.0252618024187933,0.0523811011312252,-0.38809719805169074,-0.12082299259893722,-5.098015732426518,97.19999999999254,0.578330893,0.030788801
1968,909.85,22.0121449654038,0.042506239,648.853,1.5,,0.0702564718601717,0.429622815,333.69679429859167,71.0,0.05339000000000001,0.10367347595546927,0.05028347595546927,0.0355833333324999,0.0296527777770833,4133.399999999997,0.0929785572707069,0.0962799137645556,0.0484391348705692,0.0394835843497932,-0.2859388773198982,0.3805982935714048,15.037454545124717,190.87500000000045,0.570377185,0.042506239
1969,984.45,23.0992591202126,0.049387016,684.832,1.6,,0.0413024124855745,0.46657754,322.9748536666668,79.2,0.06677,-0.009082971339768335,-0.07585297133976833,0.0349166666675,0.0272822469753486,4261.824999999997,0.0819915370665494,0.0554501558904713,0.0310748393397499,0.0280072892456187,0.18871176978773904,0.6750455996455914,-10.721940631924895,128.42500000000018,0.5334224599999999,0.049387016
1970,1038.35,24.3176149603625,0.052744369,729.121,3.7,,0.0487470161003606,0.497036024,290.8828269287469,81.4,0.06458,-0.11060145594467521,-0.1751814559446752,0.0498333333349999,0.0427612761290428,4269.950000000005,0.0547513840215347,0.0646713354516144,0.00187935765743198,0.0192531884334885,0.5799239663476542,0.8187159360610994,-32.092026737919866,8.125000000008185,0.502963976,0.052744369
1971,1126.85,25.5333371098397,0.049993478,808.6189999999999,0.3,,0.0768507728607887,0.468390805,317.40059029787227,84.6,0.04348,0.13102393909408358,0.08754393909408359,0.0594999999975,0.0668638613833292,4413.249999999997,0.0852313767034237,0.109032657130983,0.0335901233178183,0.0134831816357332,0.21200154952842534,0.7009977707646909,26.517763369125362,143.299999999992,0.5316091949999999,0.049993478
1972,1237.9,26.634536251607,0.043127897,916.5450000000001,-4.0,,0.0922270044815192,0.468534012,347.86966095218287,96.2,0.040709999999999996,0.16809635773610299,0.127386357736103,0.0560000000025,0.066580858088781,4647.724999999995,0.0985490526689445,0.133469532622904,0.0530975393953882,0.00901463669034845,0.21384091635419208,0.40720074317839916,30.4690706543106,234.47499999999764,0.531465988,0.043127897
1973,1382.275,28.1118760232253,0.055467073,1037.451,8.9,,0.104859843282979,0.49356085,365.00404860627174,114.8,0.07041,0.10700337043676085,0.03659337043676085,0.0485833333324999,0.0481824807472483,4917.050000000001,0.116628968414249,0.131914963258759,0.057961460362605,0.00490508961897254,0.5352884403652082,0.9352279023749928,17.13438765408887,269.3250000000062,0.5064391500000001,0.055467073
1974,1499.45,30.6642262622958,0.090792597,1126.137,6.0,,0.0685001175598198,0.538095238,331.82391065243917,131.2,0.07886,-0.07667143614407788,-0.15553143614407788,0.056416666665,0.0543685368520792,4889.899999999992,0.0847696731837007,0.0854845192688618,-0.00550987958060962,0.00139593007634034,1.1072931321263457,2.4469038915051495,-33.18013795383257,-27.15000000000873,0.46190476199999997,0.090792597
1975,1637.675,33.5623527000717,0.094511644,1198.8809999999999,19.8,,0.0617186301643936,0.490262489,352.4635828417911,134.0,0.05838,0.05120665827171766,-0.007173341728282344,0.0847500000024999,0.119573019805507,4879.500000000005,0.0921838007269331,0.064596048260558,-0.00212370938887178,-0.000954503179003027,0.49292392045484273,2.6060521054805896,20.639672189351927,-10.399999999987813,0.509737511,0.094511644
1976,1824.575,35.4885923793593,0.057392868,1327.23,7.1,,0.0827081075304929,0.488200964,390.786124834455,148.6,0.04989,0.1788507473506982,0.1289607473506982,0.0769999999999999,0.120264851485148,5141.300000000001,0.114125207993039,0.107057330961121,0.0536298636383772,-0.00315683068927585,0.46644546133280695,1.017637948478963,38.3225419926639,261.79999999999654,0.511799036,0.057392868
1977,2030.125,37.7511552443911,0.063754652,1491.253,-10.9,,0.0839225573078662,0.511976718,426.9591562750845,177.4,0.052649999999999995,0.134696972032776,0.082046972032776,0.0705,0.0995841584158415,5377.650000000005,0.112656372031843,0.12358295095801,0.0459871788042192,-0.00628412796490638,0.7718239216398983,1.2898761216715928,36.17303144062953,236.350000000004,0.488023282,0.063754652
1978,2293.75,40.3998150635169,0.070161027,1668.289,-12.6,,0.0809979681054122,0.549119374,456.5197253895509,218.2,0.07221,0.13130832605576967,0.05909832605576967,0.0606666666649999,0.0713283828363242,5677.624999999997,0.12985653592759,0.118716274166757,0.0557726259357047,-0.0100879022094301,1.248888375662932,1.564022465965416,29.560569114466375,299.9749999999922,0.450880626,0.070161027
1979,2562.2,43.7607012779621,0.083190634,1838.609,-1.2,,0.0737307901907357,0.607864555,443.62029333333334,259.5,0.10041,0.0011555534987356892,-0.0992544465012643,0.0585000000025,0.0626509901016872,5855.024999999999,0.117035422343324,0.102092623040732,0.0312431403000454,-0.0134368193467335,2.003418092122878,2.1215950599261513,-12.899432056217563,177.40000000000146,0.39213544499999997,0.083190634
1980,2788.15,47.7504709710567,0.091172435,1964.475,8.5,,0.0524416517055655,0.640622238,409.11884210822205,284.6,0.11506,-0.05769377375211508,-0.1727537737521151,0.0717499999999999,0.0847147277227722,5838.999999999998,0.0881859339630006,0.0684571869277263,-0.00272032133707074,-0.0145076662786086,2.4241614594107364,2.4631582005526025,-34.50145122511128,-16.025000000000546,0.35937776200000005,0.091172435
1981,3126.85,52.2255812399786,0.093718662,2104.514,3.4,,0.0514459408568405,0.637813212,433.88407418742304,324.4,0.14029,0.11016305866131283,-0.030126941338687166,0.076166666665,0.10375508800653,5987.200000000003,0.121478399655685,0.0712857124677076,0.0253627232328532,-0.0123358617133803,2.388082013314407,2.5721182323634513,24.765232079200985,148.20000000000437,0.36218678800000004,0.093718662
1982,3253.175,55.4113899794752,0.061000925,2204.771,-3.3,,0.0310078833330668,0.633165083,414.33587854356466,327.1,0.10686,-0.03341401311443026,-0.14027401311443027,0.09708333334,0.150030596819983,5870.950000000001,0.0404000831507748,0.0476390273478817,-0.0194016577460727,-0.0075397476965874,2.328380921297357,1.1720365961625185,-19.548195643858378,-116.25000000000182,0.36683491700000004,0.061000925
1983,3534.6,57.6026596373148,0.039545474,2434.379,-35.1,,0.0597902049536222,0.549453443999999,481.8650702564103,323.7,0.0863,0.20666415066877158,0.12036415066877158,0.0959999999999999,0.189544554455445,6136.174999999997,0.0865077962298369,0.104141427839898,0.045162291840555,-0.00091530765663465,1.2531792083420754,0.25389904461031493,67.52919171284566,265.2249999999967,0.45054655600000104,0.039545474
1984,3930.925,59.7666153524526,0.037566941,2756.0750000000003,-90.1,,0.0655225485203417,0.536489152,556.7938131803963,383.6,0.0958,0.2570833910827757,0.16128339108277573,0.0750833333325,0.134493330581565,6577.125000000004,0.112127256266621,0.132147048590215,0.0718601626771662,0.00541387245503884,1.0866643827793943,0.1692321949465519,74.92874292398602,440.9500000000062,0.463510848,0.037566941
1985,4217.475,61.5757199693397,0.030269484,3066.698,-114.3,,0.0499432067515915,0.542250617999999,587.2258730356364,412.5,0.0748,0.08261377556187442,0.007813775561874417,0.0719166666649999,0.111138545101934,6849.250000000002,0.0728963284723061,0.112704842937873,0.0413764269164013,0.0105373597635603,1.160665300529104,-0.14304599032848564,30.432059855240027,272.1249999999982,0.45774938200000104,0.030269484
1986,4460.05,62.9368310390811,0.022104672,3309.809,-142.7,,0.0238083213297055,0.522359562,580.1351497211036,402.3,0.059800000000000006,-0.0031225928221011914,-0.06292259282210119,0.07,0.104249174917491,7086.549999999997,0.0575166420666393,0.0792745161082049,0.0346480568170611,0.0151035826695068,0.9051823385518805,-0.49244067322580864,-7.090723314532738,237.29999999999563,0.477640438,0.022104672
1987,4736.35,64.7637344418199,0.029027572,3464.2599999999998,-154.1,,7.86986692974293e-05,0.486178108,639.7471024944209,403.3,0.0582,0.13243243643085692,0.07423243643085692,0.0617499999999999,0.0887019389438943,7313.274999999993,0.0619499781392585,0.0466646262669537,0.0319922452929178,0.0197335959758195,0.4404636711989181,-0.19619080853451162,59.611952773317284,226.72499999999582,0.513821892,0.029027572
1988,5100.425,66.9883371202669,0.034349512,3673.513,-115.7,,0.0197521298045963,0.471247075,696.699872864266,433.2,0.0669,0.13325542097379225,0.06635542097379225,0.0549166666675,0.0734034653476485,7613.899999999997,0.0768682635362673,0.0604033761900088,0.0411162629077268,0.0242684186587448,0.2486878028780072,0.03154958998275712,56.9527703698451,300.62500000000364,0.528752925,0.034349512
1989,5482.125,69.5178434996529,0.0377604,3792.634,-92.4,,0.00523897518344059,0.480167509,694.3689757794275,471.5,0.0812,0.06974879910377059,-0.011451200896229405,0.0525833333324999,0.0619546204610643,7885.924999999996,0.074836900846498,0.0324269983528028,0.0357198756279699,0.0290937337347705,0.36326286115759004,0.1775108357724072,-2.3308970848385115,272.0249999999987,0.5198324910000001,0.0377604
1990,5800.525,72.2003877307792,0.038587852,3803.7309999999998,-74.9,,-0.0116383701575575,0.479876638,704.6825614499104,502.1,0.0751,0.024543904586603178,-0.050556095413396826,0.056166666665,0.0666399889969224,8033.9249999999965,0.0580796680119478,0.00292593485160972,0.0187753789592048,0.0350165400337974,0.3595268812964266,0.21291977466196835,10.313585670482894,148.0000000000009,0.520123362,0.038587852
1991,5992.1,74.7599070507322,0.035450216,3798.875,7.9,,0.000524780084561311,0.456084172,735.3440382421228,482.4,0.0542,0.0370140242977081,-0.017185975702291897,0.0685,0.092802805280528,8015.125000000002,0.033027182884308,-0.00127664127668334,-0.00234667463554,0.0424378990483783,0.05393377018042031,0.07865173085799286,30.661476792212397,-18.799999999994725,0.543915828,0.035450216
1992,6342.3,76.5324315274086,0.02370956,3862.7880000000005,-45.6,,0.00305619065102384,0.439727011,792.856576079144,495.3,0.0345,0.07499077658227603,0.040490776582276025,0.0749166666674999,0.13184591584305,8287.075000000004,0.0584436174296156,0.0168241913724457,0.033936717177626,0.0509027068707281,-0.15615944668139659,-0.4237631171662546,57.51253783702123,271.95000000000255,0.560272989,0.02370956
1993,6667.325,78.2233133296963,0.022093664,3991.523,-78.6,,0.00790486101256641,0.451014885,852.5335660696736,545.4,0.0302,0.09008062481490402,0.05988062481490401,0.0690833333325,0.123004812979814,8523.45,0.051247181621809,0.0333269648761464,0.0285216535274827,0.0593594806025778,-0.011176722589431113,-0.49291173571559205,59.67698999052959,236.37499999999636,0.548985115,0.022093664
1994,7085.15,79.8715993991438,0.021071545,4200.409000000001,-114.7,,0.0141265050076305,0.448079397,953.3244219477275,600.7,0.0429,0.1834304860350543,0.1405304860350543,0.061,0.113494224422442,8870.675000000001,0.0626675615782941,0.0523324054502504,0.0407282235243754,0.0666527102769513,-0.04888046084689877,-0.5366510090617914,100.79085587805389,347.22500000000036,0.551920603,0.021071545
1995,7414.625,81.5353951890034,0.020830881,4469.316,-105.1,,0.0231197645780258,0.460960619,1050.0156844979253,674.8,0.055099999999999996,0.14505241942746389,0.08995241942746389,0.0559166666699999,0.0920410478602722,9093.750000000005,0.0465021912027268,0.0640192419357257,0.0251575766939865,0.0716322911208466,0.11656740428637287,-0.5469496812130671,96.69126255019785,223.07500000000437,0.539039381,0.020830881
1996,7838.475,83.0881631982446,0.019044097,4725.273,-114.1,,0.0191320532056577,0.450146552,1169.4284928465722,735.2,0.050199999999999995,0.23496825570050367,0.18476825570050368,0.0540833333325,0.0895141639150124,9433.925000000003,0.0571640507780232,0.0572698372636886,0.0374045696151806,0.0738865912584921,-0.022329689371213827,-0.6234110656375964,119.41280834864688,340.17499999999745,0.549853448,0.019044097
1997,8332.35,84.5550442190505,0.017654513,5050.611000000001,-129.3,,0.0250097117105049,0.456757521,1300.6937036475,800.0,0.0507,0.1764878588973229,0.1257878588973229,0.0494166666675,0.077264507702073,9854.349999999997,0.0630065159358165,0.068850625138484,0.0445637206087765,0.073187655902908,0.06258234052099991,-0.6828751734503904,131.26521080092766,420.4249999999938,0.543242479,0.017654513
1998,8793.475,85.5103186893599,0.011297664,5366.76,-204.5,,0.0133994611364141,0.479246646,1304.722159779105,871.0,0.0481,0.060699689047568624,0.012599689047568627,0.0449999999975,0.064529702966712,10283.525000000001,0.0553415303005754,0.0625961888571501,0.0435551759392489,0.0704166643545294,0.3514351931436222,-0.954902164467595,4.028456131605026,429.17500000000473,0.520753354,0.011297664
1999,9353.5,86.7683687620885,0.01471226,5661.110000000001,-291.9,,0.000278615678102229,0.495984539,1398.76286052626,946.3,0.0466,0.12254337168588664,0.07594337168588663,0.0421666666675,0.0558395214532487,10779.850000000004,0.0636864265833472,0.054846872228309,0.048264640617993,0.0669809193547625,0.5664185746643449,-0.8087822431953763,94.04070074715514,496.32500000000255,0.504015461,0.01471226
2000,9951.475,88.6468658624307,0.021649561,6168.5689999999995,-410.4,,0.0103767573635537,0.520876955,1395.5841871474272,1037.8,0.058499999999999996,0.04926210833552673,-0.009237891664473266,0.04,0.0500990099009901,11225.974999999995,0.063930614208585,0.0896394876623135,0.0413790825820446,0.0637095570014681,0.8861395673783343,-0.5119161202450521,-3.1786733788328547,446.1249999999909,0.479123045,0.021649561
2001,10286.175,90.6496550903639,0.022592894,6430.558445132107,-391.6,,-0.0130243004177772,0.495940542,1385.142320548553,991.7,0.0345,0.008170456653117567,-0.026329543346882436,0.0476666666674999,0.0617464246435437,11347.175,0.0336332051278827,0.0424716007878002,0.0107940731932865,0.0615209041989594,0.5658534722445379,-0.47154831576877265,-10.441866598874185,121.20000000000437,0.504059458,0.022592894
2002,10642.3,92.1173983324641,0.016191383,6744.397402646595,-451.6,,-0.0133928306683485,0.447421779,1519.8352788972998,885.1,0.016200000000000003,0.07722045403327409,0.06102045403327408,0.0578333333325,0.0954345434529704,11552.975000000006,0.0346217131246551,0.0488043183810798,0.018144949300889,0.060604192281535,-0.057326980452973936,-0.7454865161717611,134.69295834874674,205.80000000000655,0.552578221,0.016191383
2003,11142.175,94.1006443875784,0.021529549,7143.315151728315,-516.1,,-0.0110109656747131,0.433721596,1644.3761005265756,891.8,0.0102,0.09976838279811491,0.08956838279811491,0.06,0.114257425742574,11840.700000000004,0.0469705796679289,0.0591480602342952,0.0248965355019672,0.0602704435415038,-0.23329367284327213,-0.5170517626436614,124.5408216292758,287.72499999999854,0.566278404,0.021529549
2004,11867.75,96.7705768195828,0.028373158,7803.184398644938,-624.6,,0.00316536044353997,0.418119658,1897.9212650625004,960.0,0.0138,0.23399438615982346,0.22019438615982345,0.05525,0.107263407590759,12263.800000000005,0.0651196916221476,0.0923757387151483,0.0357320695387637,0.0598346383483594,-0.4336867204936936,-0.22419497715634512,253.54516453592487,423.10000000000036,0.581880342,0.028373158
2005,12638.375,100.0,0.033371953,8536.240063526455,-740.5,,-0.000627246108150239,0.415910354,2072.3999999999996,1065.2,0.0316,0.16602402095016847,0.13442402095016848,0.051,0.0929950495049505,12638.375,0.0649343809904994,0.0939431903694697,0.0305476498283161,0.0589050526361805,-0.4620632697240695,-0.010282838837211145,174.4787349374992,374.57499999999527,0.584089646,0.033371953
2006,13377.2,103.231283002051,0.03231283,9308.228693909638,-798.4,,-0.00208974650617662,0.42474605,2191.2069241424983,1193.0,0.0473,0.09608433635981628,0.04878433635981628,0.04625,0.0771214933993399,12958.474999999973,0.0584588604152037,0.0904366559515665,0.0253304340897634,0.0586936159555621,-0.34857659585364126,-0.055605614760804015,118.8069241424987,320.0999999999731,0.57525395,0.03231283
2007,14028.675,106.226538319562,0.029014997,10166.913497908467,-716.0,,0.010666282929163,0.474734004,2020.3692692188679,1295.3,0.0441,-0.07428632023290407,-0.11838632023290407,0.04625,0.0771596534653465,13206.374999999947,0.0487004006817569,0.0922500939759862,0.0191231143003045,0.0611672073307372,0.293474311403463,-0.19672892724899446,-170.83765492363045,247.89999999997417,0.525265996,0.029014997
2008,14291.55,108.582521173764,0.022178854,10394.996703418698,-679.0,,-0.0321425223693613,0.488425585,1732.1201995620283,1311.5,0.0148,-0.19323625012382256,-0.20803625012382257,0.058,0.102169966996699,13161.92500000006,0.0187384054445626,0.0224338498814733,-0.00336586210401659,0.0681937696263835,0.4693305187376166,-0.48926622213413745,-288.24906965683954,-44.44999999988795,0.511574415,0.022178854
2009,13938.925,109.728314883149,0.010552285,9982.577792684715,-377.4,,-0.0552647543478489,0.418031267,1896.123460299105,1049.8,0.0016,0.13034514527972388,0.1287451452797239,0.0929999999999999,0.223982673267326,12703.12499999998,-0.0246736708054759,-0.0396747589248943,-0.0348510972319826,0.0798455736338712,-0.43482202444598933,-0.9867989747485082,164.00326073707674,-458.8000000000793,0.5819687330000001,0.010552285
2010,14526.55,110.991578147116,0.011512646,10241.839851129322,-479.2,,-0.0157786916853344,0.376802559,2195.8587296723376,1063.9,0.0014000000000000002,0.3415192800486044,0.34011928004860437,0.0962499999999999,0.315274339933993,13087.974999999995,0.042157124742403,0.0259714474557574,0.0302888224712987,0.0934329524483067,-0.9643681902370164,-0.945702495483345,299.73526937323254,384.8500000000149,0.6231974410000001,0.011512646
2011,,,,,,,,,2265.004470060893,,0.0006,0.08080588131264715,0.08020588131264715,0.0903333333333332,0.352538503850384,,,,,0.106754783428457,,,69.14574038855517,,,
