Index,Ams1_47.xmcd; Column: tpm,Ams1_47.xmcd; Column: td,Ams1_47.xmcd; Column: tv,Ams1_47.xmcd; Column: tp(r),Ams1_47.xmcd; Column: tpmr = tpm/TPM,Ams1_47.xmcd; Column: tvr = tv/TV,Ams1_47.xmcd; Column: tdr = td/TD,Ams1_47.xmcd; Column: tp(r) = tp(r)/TP(r),Ams1_47.xmcd; Column: qtpmtv67,Ams1_47.xmcd; Column: qtpoptv67,Ams1_47.xmcd; Column: qtpmtpop67
34,5540.736,2622.955736,5405.6533793,2699.8431627,0.0137611,0.0134256,0.0134256,0.0128716,1.0249895721606483,0.9587355499940413,1.0691056278939681
35,861.9491,449.4485375,926.2691598,504.87242,0.0021408,0.0023005,0.0023005,0.002407,0.930580308628559,1.0462942838513365,0.8894058994599087
36,3672.115,1689.4980749,3481.8890966,1720.6512265,0.0091201,0.0086477,0.0086477,0.0082033,1.0546272419255989,0.9486106132266384,1.1117599015030537
37,1947.371,977.6903755,2014.9235496,1002.0848806,0.0048365,0.0050043,0.0050043,0.0047775,0.9664688368003517,0.9546789760805707,1.0123495552066981
38,2579.567,1509.8090847,3111.5677893,1436.6520459,0.0064067,0.0077279,0.0077279,0.0068493,0.8290350548014338,0.8863080526404327,0.9353802578365673
39,816.4291,462.4514349,953.0668504,459.3255788,0.0020277,0.0023671,0.0023671,0.0021899,0.8566178023742131,0.9251404672383929,0.9259326909904562
40,1423.132,740.6663688,1526.4404215,749.4446106,0.0035345,0.0037911,0.0037911,0.003573,0.932315159188626,0.9424705230671836,0.9892247411139099
41,1587.533,792.2352123,1632.7187278,799.1101003,0.0039428,0.0040551,0.0040551,0.0038098,0.9723064782619417,0.9395082735320954,1.0349099690272454
42,566.6161,285.6221027,588.6390164,273.1673569,0.0014073,0.001462,0.001462,0.0013023,0.9625854993160055,0.890766073871409,1.0806265837364664
43,1699.799,937.6874406,1932.4814417,902.9268729,0.0042217,0.0047995,0.0047995,0.0043047,0.8796124596312116,0.8969059277008021,0.9807187492740493
44,1819.928,873.8051972,1800.8264311,828.9491728,0.00452,0.0044726,0.0044726,0.003952,1.0105978625408039,0.8836023789294817,1.1437246963562753
45,1803.713,889.3733912,1832.9109453,854.4104506,0.0044797,0.0045523,0.0045523,0.0040734,0.9840520176614019,0.8948004305515893,1.099744685029705
46,392.5406,395.7274485,815.5552874,345.0156278,0.0009749,0.0020255,0.0020255,0.0016449,0.48131325598617625,0.8120957788200445,0.5926804061037145
47,646.6878,441.0547682,908.970428,399.4431118,0.0016061,0.0022575,0.0022575,0.0019044,0.7114507198228129,0.8435880398671097,0.8433627389203948
48,1166.483,549.759887,1133.0009691,546.0582822,0.0028971,0.0028139,0.0028139,0.0026034,1.0295675041756993,0.9251927929208572,1.112814012445264
49,2432.328,1188.8678373,2450.1394948,1187.0096638,0.006041,0.0060852,0.0060852,0.0056591,0.9927364753828963,0.9299776506934859,1.0674842289409978
50,2150.105,903.9379071,1862.9269779,920.6107877,0.00534,0.0046268,0.0046268,0.004389,1.1541454136768392,0.9486037866343908,1.2166780587833221
51,1100.316,483.9057593,997.2820993,477.9669868,0.0027328,0.0024769,0.0024769,0.0022787,1.1033146271549112,0.919980620937462,1.1992802913942162
52,2070.858,1402.080468,2889.5497228,1292.0944265,0.0051432,0.0071765,0.0071765,0.0061601,0.7166724726538006,0.8583710722497039,0.8349215110144316
53,570.3808,457.0141958,941.8612362,419.3766209,0.0014166,0.0023392,0.0023392,0.0019994,0.6055916552667578,0.8547366621067032,0.7085125537661299
54,889.0608,427.7052263,881.4583372,416.2977967,0.0022081,0.0021892,0.0021892,0.0019847,1.008633290699799,0.9065868810524391,1.1125610923565277
55,12190.69,6316.5085738,13017.7019186,6308.629186,0.030277,0.032331,0.032331,0.0300766,0.9364696421391234,0.930271256688627,1.0066629871727522
56,1442.654,1004.7742281,2070.7407017,1070.8126477,0.003583,0.0051429,0.0051429,0.0051051,0.6966886387057886,0.9926500612494895,0.7018471724354077
57,2408.943,1409.2478165,2904.320922,1467.2258659,0.0059829,0.0072132,0.0072132,0.0069951,0.8294376975544835,0.9697637664282148,0.8552987090963675
58,1288.887,715.5790517,1474.7379324,663.960114,0.0032011,0.0036627,0.0036627,0.0031655,0.8739727523411691,0.864253146585852,1.011246248617912
59,648.2773,359.3502681,740.5855022,344.6596592,0.0016101,0.0018393,0.0018393,0.0016432,0.8753873756320338,0.8933833523623117,0.9798563777994157
60,3195.852,1603.7206577,3305.1102897,1467.9531357,0.0079373,0.0082086,0.0082086,0.0069985,0.9669492970786735,0.8525814389786323,1.1341430306494247
61,22454.83,15263.6150597,31456.8069886,20125.4104966,0.0557692,0.0781267,0.0781267,0.0959486,0.7138302270542594,1.228115356209849,0.5812403724494156
62,3687.22,3057.7648946,6301.7522212,3684.8477617,0.0091576,0.0156512,0.0156512,0.0175676,0.5851052954406052,1.1224442854222039,0.5212778068717412
63,415.6044,429.6787312,885.5255365,400.6089899,0.0010322,0.0021993,0.0021993,0.0019099,0.4693311508207157,0.8684126767607875,0.5404471438295199
64,6269.25,3145.4690257,6482.5017954,5543.1187672,0.0155704,0.0161001,0.0161001,0.026427,0.9670995832324023,1.6414183762833772,0.5891853029099028
65,60686.52,26965.1673853,55572.5535882,25279.013191,0.1507222,0.138021,0.138021,0.1205186,1.092023677556314,0.8731903116192463,1.2506135982329698
66,10241.14,3952.5000154,8145.713163,4368.911801,0.0254351,0.0202308,0.0202308,0.0208289,1.2572463768115942,1.029563833362991,1.2211446595835593
67,6951.82,5033.7656256,10374.095068,5496.5735727,0.0172657,0.0257653,0.0257653,0.0262051,0.6701144562648212,1.017069469402646,0.658867930288379
68,5127.727,1986.0905086,4093.1368845,1819.2549931,0.0127353,0.0101658,0.0101658,0.0086734,1.252759251608334,0.8531940427708592,1.4683169230059723
69,3955.54,1594.732171,3286.5859042,1846.0920741,0.0098241,0.0081626,0.0081626,0.0088013,1.2035503393526572,1.0782471271408618,1.1162101053253497
70,3802.076,1821.9065661,3754.769953,1778.3108975,0.0094429,0.0093254,0.0093254,0.0084782,1.01259999571064,0.9091513500761362,1.1137859451298626
71,8652.674,6518.757456,13434.5169409,7050.2389218,0.0214899,0.0333662,0.0333662,0.0336123,0.6440619549124563,1.0073757275326527,0.639346310725538
